uri,title,artist_name,artist_id,album_id,album_name,length,explicit,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
spotify:track:77qLIZDZx0DAjrbolGgTwk,The Fault In Our Stars (MMXIV),Troye Sivan,3WGpXCj9YhhfX11TToZcXP,0lcnRv41io7dtJEyUlnm2f,The Fault In Our Stars (MMXIV),193182,False,37,0.527,0.464,3,-9.117,1,0.0323,0.691,0.00188,0.131,0.35,74.965
spotify:track:5rOKRYR4MkmHmKlOqY5PbL,Rules,Nat & Alex Wolff,32fNbCzrzfsTbMHjznvm4S,34icUhVB3Mxbot9DKoXH4u,Last Station + Rules,260412,False,24,0.604,0.467,3,-12.617,1,0.0271,0.531,0.325,0.0957,0.535,109.999
spotify:track:7qxBMsDj8h2A15E0EwWU4c,Brother,Mighty Oaks,5AVJt6VYXT4hMRP8D3MRAC,3IgPthMKjm0nSuvKPGa5yX,Howl,195320,False,54,0.509,0.809,2,-6.179,1,0.0373,0.218,0.0,0.0757,0.366,181.746
spotify:track:0agIIWOC35pvZ3GiaNSqVI,Seven Days,Mighty Oaks,5AVJt6VYXT4hMRP8D3MRAC,3IgPthMKjm0nSuvKPGa5yX,Howl,185640,False,40,0.367,0.577,10,-6.903,1,0.0343,0.26,0.0,0.0952,0.501,77.132
spotify:track:2Vogx6NbF6o4bfLhzKmo3O,Ultraviolence,Lana Del Rey,00FQb4jTyendYWaN8pK0wa,0xM5ya1HwAoc8ubvL5GORB,Ultraviolence (Deluxe),251480,False,12,0.144,0.541,0,-7.076,1,0.038,0.278,1.01e-05,0.101,0.0899,79.262
spotify:track:27jdUE1EYDSXZqhjuNxLem,Magic,Coldplay,4gzpq5DPGxSnKTe4SA8HAU,4cCfFozyo6JC8acN8uIP7u,Magic,285014,False,57,0.738,0.482,6,-8.917,0,0.0402,0.0266,0.621,0.106,0.352,93.457
spotify:track:6HFbq7cewJ7rPiffV0ciil,A Sky Full of Stars,Coldplay,4gzpq5DPGxSnKTe4SA8HAU,5YErGPYkVAaEV04hVFdmvW,A Sky Full of Stars,267866,False,59,0.545,0.675,6,-6.474,1,0.0279,0.00617,0.00197,0.209,0.162,124.97
spotify:track:13qqdlSeF8FcxsRyapDMZ0,Changes,Faul & Wad,6HUm6AHJE0oisACMN6NNJ5,2TQZYFed2I2ajTSzwZV7ag,Changes,345173,False,0,0.822,0.704,3,-8.242,0,0.0374,0.00864,0.627,0.0633,0.255,125.999
spotify:track:6Ac4NVYYl2U73QiTt11ZKd,Hooked On A Feeling,Blue Swede,0UpuH5U4nZ3UGGUJi0Zfbp,6fBMaH0IiymemwFKmn18Ze,Hooked On A Feeling,172866,False,73,0.547,0.82,8,-6.728,1,0.0805,0.261,0.0,0.3,0.933,118.208
spotify:track:75GQIYnRaBg7ndHxhfYuQy,Go All The Way,Raspberries,7Kkx4dACo6kFSeT9wjfVA5,03iBvX63qBQrMazNWU2iKv,Raspberries,205346,False,63,0.305,0.849,9,-4.892,1,0.0999,0.548,0.000134,0.0995,0.555,134.287
spotify:track:3ziCNz5vq8pEeRZjPElfYR,Moonage Daydream - 2012 Remastered Version,David Bowie,0oSGxfWSnnOXhD2fKuz2Gy,0745mDdMqet9J5nO5x7IQS,The Rise and Fall of Ziggy Stardust and the Spiders from Mars (Remastered Version),280530,False,0,0.556,0.61,11,-11.227,0,0.035,0.0408,0.000266,0.0474,0.736,144.092
spotify:track:6BJTagJUFeUxHpVWxTmatw,Fooled Around And Fell In Love,Elvin Bishop,2G1yVp387GlUf9yvLk6V11,5Vh4H5yxqnzIBfCAws53Hb,Boogie Nights #2 (More Music From The Original Motion Picture),274333,False,57,0.634,0.796,10,-6.374,1,0.031,0.0427,0.0309,0.155,0.565,113.475
spotify:track:1A6Kwtsg3JWKU2KWM2udpM,I'm Not In Love,10cc,6i6WlGzQtXtz7GcC5H5st5,0NdAeRKEfxR075pjL5Ecjl,20th Century Masters: The Millennium Collection: Best Of 10CC,368226,False,59,0.394,0.663,4,-11.117,1,0.0601,0.678,0.00156,0.212,0.21,133.464
spotify:track:74JdR9aXE6I74oS1BVRsvb,O-o-h Child,The Five Stairsteps,3Inrg8cs8oc4q8oPES4a6S,5RDrnVcOfimhUGIx84Uoid,The First Family of Soul: The Best of The Five Stairsteps,197160,False,63,0.488,0.754,5,-7.95,0,0.0381,0.00154,2.42e-05,0.678,0.664,88.368
spotify:track:3kOrJfOm3anNJospQ6l21S,Lemurian Star,Henry Jackman,5SEW04tNMMrOz7UFQJA6vz,7uuiCmwGK4wG6DIZ0THVju,Captain America: The Winter Soldier (Original Motion Picture Soundtrack),186266,False,0,0.374,0.431,0,-20.57,0,0.059,0.174,0.772,0.16,0.0376,99.848
spotify:track:1bSetTmZg5PbShxLkt3bAq,End of the Line,Henry Jackman,5SEW04tNMMrOz7UFQJA6vz,7uuiCmwGK4wG6DIZ0THVju,Captain America: The Winter Soldier (Original Motion Picture Soundtrack),171586,False,0,0.132,0.0283,4,-23.07,0,0.0365,0.835,0.959,0.0943,0.0321,63.06
spotify:track:2ZQ4lypCihgYLjIdvLRqyW,Captain America,Henry Jackman,5SEW04tNMMrOz7UFQJA6vz,3nWTffckeFVKV26BNZgKCl,Captain America: The Winter Soldier (Original Motion Picture Soundtrack),581853,False,40,0.452,0.267,5,-20.359,0,0.0339,0.684,0.875,0.0761,0.13,152.567
spotify:track:2htt7pvXRzUPr9eKYc17cP,Awake My Soul,Mumford & Sons,3gd8FJtBJtkRxdfbTu19U2,7KkiEooAVT3EyqQMOl6Iah,Sigh No More,252693,False,0,0.351,0.475,2,-10.19,1,0.0365,0.0652,0.0408,0.102,0.222,123.839
spotify:track:6MY1xABxoZATrEr4FeUhEM,Delicate,Damien Rice,14r9dR01KeBLFfylVSKCZQ,3ADELRoZ4I8WLE7clLU7La,O,312066,False,56,0.34,0.144,5,-14.502,1,0.0419,0.684,0.00112,0.101,0.147,81.179
spotify:track:56JwgF5LLyrIEyGIrzpSN2,Mercury,Moon Taxi,5DK8eK7fjvRsziXzyr3sFA,1RQf6PUFvyaAJq8lRjXaAT,Cabaret,225840,False,17,0.458,0.841,5,-5.486,1,0.0661,0.0119,9.03e-05,0.406,0.181,80.958
spotify:track:4aW4Dpz3gpb619hBXDrFUa,"Honor (Main Title Theme from ""The Pacific"")",Hans Zimmer,0YC192cP3KPCRWx8zr8MfZ,0NH1WrtzRBlZS1VJX2XnXr,The Pacific (Music From the HBO Miniseries),176586,False,52,0.19,0.276,1,-14.83,1,0.0346,0.335,0.908,0.11,0.0575,68.619
spotify:track:4HXGVD7RN4shxPouZCx96O,Penny Lane,The Beatles Recovered Band,3cBV24PM5nZsXqopSHvdtS,5Bp1vVlN0YiZvW0Djc0qZs,Beatles 20 No. 1 Hits!,175519,False,11,0.72,0.495,11,-7.704,1,0.0334,0.192,0.0,0.174,0.649,114.944
spotify:track:4ytiGaEUfAPKSXDSlQ7E1j,Here Comes The Sun,Abbey Road,2ZRbphsQs3y3DLvTpwprJs,3oVCGd8gjANVb5r2F0M8BI,Enjoy The Beatles!,179813,False,34,0.556,0.468,9,-15.661,1,0.0298,0.103,0.0219,0.0896,0.811,138.766
spotify:track:3AthKwPOU34RoTTB8viC3k,I Come In Please,Edward Sharpe & The Magnetic Zeros,7giUHu5pv6YTZgSkxxCcgh,3yfisavFdGTrjFf9Ecpbio,Up From Below,306560,False,0,0.468,0.529,0,-9.57,1,0.034,0.367,0.0672,0.103,0.224,112.274
spotify:track:2LTIrVBonJJLQHAjw41b28,Help Me Lose My Mind,Disclosure,6nS5roXSAGhTGr34W6n7Et,6jHuoYWYIijzSwpDewR9ia,Settle (Deluxe Version),244174,False,0,0.777,0.71,5,-5.694,0,0.0539,0.0412,0.0811,0.0577,0.306,109.029
spotify:track:0p7mOJ6YuytrLDJqS4q9R2,DJ Ease My Mind,Niki & The Dove,4hiLNlqr4vQdiuo1aQKSXS,6rDFnNSS671vQ0BstRreWe,Instinct (Deluxe Version),243373,False,29,0.585,0.749,6,-5.671,1,0.0969,0.0314,2.89e-06,0.111,0.2,128.069
spotify:track:45sdD9GjryujVOcRJ4YQRQ,Cobrastyle,Teddybears,3gqv1kgivAc92KnUm4elKv,3EfRjYnoNrTohOPCjVFhR5,Fresh,179853,False,61,0.623,0.95,7,-2.316,1,0.186,0.329,0.0,0.156,0.793,176.809
spotify:track:7LA5YZPyUAxk8ZrmPas1yV,Strong,London Grammar,3Bd1cgCjtCI32PYvDC3ynO,4T8mGgL2CqKLQ2esn2Mb47,If You Wait (Deluxe Version),275440,False,0,0.581,0.402,10,-11.637,1,0.0329,0.728,2.48e-05,0.076,0.261,75.991
spotify:track:7s8eHJ7vbhc2d9q0UNhU3O,Lose Your Soul,Dead Man's Bones,66uU7VPJQ8eC06LAZyqYYk,49utCA26yGI308xWodqm9x,Dead Man's Bones,275240,False,0,0.568,0.786,8,-10.328,0,0.0558,0.665,0.671,0.128,0.541,124.882
spotify:track:0iTpQYzJnYgh7kIxyq8A2O,Two Weeks,Grizzly Bear,2Jv5eshHtLycR6R8KQCdc4,6FIFqclBriPCb0SjWDaHIk,Veckatimest,243160,False,71,0.537,0.712,5,-5.597,1,0.0286,0.289,0.00568,0.08,0.704,159.871
spotify:track:0PVplC5P6JJXzEKfIoNTRo,East Jesus Nowhere,Green Day,7oPftvlwr6VrsViSDV7fJY,1AHZd3C3S8m8fFrhFxyk79,21st Century Breakdown,274706,False,48,0.466,0.899,2,-4.143,1,0.0574,0.000718,0.000443,0.439,0.422,143.947
