uri,title,artist_name,artist_id,album_id,album_name,length,explicit,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
spotify:track:1FHNctV68GUNLgXclG2DtR,Dancing in the Moonlight,Toploader,6xeFne1rkxMhKSW3ipvkdV,3Yxy4ITyguWRkdXwrB9uC9,Dancing In The Moonlight: The Best Of Toploader,233373,False,67,0.639,0.845,0,-3.333,0,0.0372,0.0528,0.0,0.336,0.871,119.48
spotify:track:20ssRFDQ67rymTcJOEEdBj,Agnes,Glass Animals,4yvcSjfu4PC0CYQyLy4wSq,24BRvmlDhVhjTJsqazdVxm,How To Be A Human Being,271672,True,0,0.548,0.526,1,-8.836,0,0.0248,0.012,0.0245,0.115,0.245,164.993
spotify:track:68h73mg0IiqS1VqJFeTx8p,Take A Slice,Glass Animals,4yvcSjfu4PC0CYQyLy4wSq,24BRvmlDhVhjTJsqazdVxm,How To Be A Human Being,229717,True,0,0.613,0.662,9,-6.948,1,0.109,0.0199,0.000503,0.228,0.638,152.042
spotify:track:6S5lBW22Re1UPKXjX7obLC,Wasted,Peking Duk,0UZ1nu3kcdNlCoiKRjmSSY,2WF3IhLVQemk6DuyTLl9ZD,Wasted,182370,False,52,0.693,0.76,11,-5.433,1,0.0353,0.00169,0.000977,0.121,0.751,115.0
spotify:track:1eyzqe2QqGZUmfcPZtrIyt,Midnight City,M83,63MQldklfxkjYDoUE4Tppz,6R0ynY7RF20ofs9GJR5TXR,"Hurry Up, We're Dreaming",241440,False,72,0.526,0.712,11,-6.525,0,0.0356,0.0161,0.0,0.179,0.32,105.009
spotify:track:53kbl5yhdWBq3EXRxPWmfr,Don't Be Shy - Wave Racer Remix,DCup,6OkVmXCnj1BPjTf5aihiwt,0s2e29uk0x2zK6qoew0Yw6,Don't Be Shy (EP),182824,False,0,0.601,0.867,9,-6.084,1,0.132,0.00796,0.613,0.27,0.662,162.058
spotify:track:616qv7Bm4BfFhxkhFshvqb,Hjerteknuser,rOlfFa,4Rdh0AevBwePcuPgt8fNeM,6GAJh48zkipBECP8FM6sHJ,Dálveijat,259120,False,0,0.576,0.438,3,-7.787,1,0.0249,0.627,0.0,0.161,0.417,139.985
spotify:track:17a3cNQCTiCqmZ74j603YM,Ingen lager helvete som vi,Cezinando,504cl42JQLRqlZddfZ3S4z,3Wls4Yc4SuHGdWN2zbIoo5,Ingen lager helvete som vi,234392,False,0,0.767,0.547,4,-5.829,0,0.0467,0.0423,0.00031,0.362,0.321,124.996
spotify:track:2yvDDDQUmJnop6ycSqOAGf,Stay Open,Diplo,5fMUXHkw8R8eOP2RNVYEZX,5ZAqh0eYkQBAwL8ybo6v31,Stay Open,210612,False,34,0.663,0.589,6,-8.091,0,0.191,0.209,0.000599,0.109,0.412,97.949
spotify:track:2GGGm4MLQynB3I4E4ycIYC,Drink About,Seeb,5iNrZmtVMtYev5M9yoWpEq,4qwwcF4H82Pm1UGR8CVtUj,Drink About,182265,True,0,0.624,0.745,6,-2.936,1,0.0628,0.144,0.0,0.257,0.493,99.971
spotify:track:0DhkTGjEaIHaSxTfC14BFm,Lullaby,R3HAB,6cEuCEZu7PAE9ZSzLLc2oQ,2Y5NgR5CQJeqAz5iYN5agm,Lullaby,160183,False,30,0.626,0.8,1,-3.988,0,0.035,0.0267,0.000138,0.0623,0.258,127.966
spotify:track:1e6aAbWR0MXCNcr4yQovNr,Grateful,NEFFEX,3z97WMRi731dCvKklIf2X6,3w6f31MONsj6yE1cF1darm,Grateful,182400,False,69,0.782,0.757,6,-6.504,1,0.0898,0.107,0.0,0.0779,0.943,75.002
spotify:track:4WoROsJlqNRbtt7gc2keau,Over vannet,Resirkulert,5uT8K1uvk3WZ9fjHUjKkWY,5idLQwv4eo87izNmWanZQJ,Over vannet,235551,False,0,0.63,0.802,11,-6.479,1,0.0294,0.036,1.35e-05,0.116,0.491,116.018
spotify:track:4UQajPk0EPvbwWTl0fYi4C,Moving Along,5 Seconds of Summer,5Rl15oVamLq7FbSb0NNBNy,2D0Hi3Jj6RFnpWDcSa0Otu,Youngblood (Deluxe),197517,False,58,0.713,0.829,11,-4.297,0,0.203,0.00529,0.0,0.221,0.845,149.996
spotify:track:7CQN84rMdkBzXJVsvefOM6,Monster Among Men,5 Seconds of Summer,5Rl15oVamLq7FbSb0NNBNy,2D0Hi3Jj6RFnpWDcSa0Otu,Youngblood (Deluxe),192332,False,55,0.495,0.678,0,-4.627,1,0.0583,0.0918,0.0,0.078,0.475,166.105
spotify:track:7C5LfSfUWN8apaBJQJZDs0,Giants,X Ambassadors,3NPpFNZtSTHheNBaWC82rB,7bmYKkBmnoEMAX3m2mLNCL,The Reason EP,236853,False,0,0.63,0.508,4,-6.623,1,0.0418,0.00654,0.000351,0.0887,0.181,120.002
spotify:track:1fr92Vupmcs2vgLMFVQ7rd,In the Shadows,The Rasmus,76ptJV8617638xrpeoUtzl,1J9W7Fkg34vdOVa8gR7dx7,Dead Letters,257920,False,70,0.6,0.796,2,-4.481,1,0.0275,0.000109,5.2e-05,0.484,0.75,105.991
spotify:track:0kHyKhJMukHEPfeh8s7rdM,Born To Be Yours,Kygo,23fqKkggKUBHNkbKtXEls4,31J0UqxAkl9utyC0L59Mae,Born To Be Yours,193320,False,71,0.688,0.688,3,-5.84,1,0.0357,0.3,0.0,0.0982,0.451,114.011
spotify:track:5kayspK9ep7h9nryvrCsFh,Empty Wallets,5 Seconds of Summer,5Rl15oVamLq7FbSb0NNBNy,2D0Hi3Jj6RFnpWDcSa0Otu,Youngblood (Deluxe),187651,False,56,0.591,0.709,1,-4.324,0,0.0431,0.0123,0.0,0.338,0.441,188.073
