uri,title,artist_name,artist_id,album_id,album_name,length,explicit,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
spotify:track:3B0f7zvoRK0C3bySXqYkIY,"Summer Montage / Madeline - From ""La La Land"" Soundtrack",Justin Hurwitz,2snm3HmsnDUDxbIChdl2Oj,5p0H50uFCdWTpLY640HoPc,La La Land (Original Motion Picture Soundtrack),124640,False,0,0.588,0.499,7,-6.655,1,0.0278,0.0887,0.863,0.287,0.685,107.722
spotify:track:0EiwowOYysDIuFwe2JLX1S,His Day Is Up,Harry Gregson-Williams,1BxqJ6pOCi8mkSjCbFYjpW,40Jtn9fUaWtgLgnx5FSfjS,Shrek Forever After (Original Motion Picture Score),165653,False,0,0.169,0.0459,7,-20.624,1,0.0398,0.697,0.57,0.0453,0.0345,112.612
spotify:track:2shVqDh7wH4QbQAPGFIwFE,Rumpel's Kingdom,Harry Gregson-Williams,1BxqJ6pOCi8mkSjCbFYjpW,40Jtn9fUaWtgLgnx5FSfjS,Shrek Forever After (Original Motion Picture Score),263066,False,0,0.115,0.359,7,-13.077,1,0.0508,0.537,0.779,0.0628,0.0335,55.937
spotify:track:322aD0QXX1mfQFQZ09xVIJ,All Is Revealed,Harry Gregson-Williams,1BxqJ6pOCi8mkSjCbFYjpW,5QEmgaVWOlqWaXy9Vn5eAw,Shrek 2 (Original Motion Picture Score),196960,False,0,0.13,0.0852,0,-17.423,1,0.0402,0.906,0.952,0.0454,0.0384,75.915
spotify:track:09BxDqmF9GNEcgEV1Dl18R,Newt Says Goodbye to Tina / Jacob’s Bakery,James Newton Howard,2M4eNCvV3CJUswavkhAQg2,0Qjf8HihKKHk1sGInHPGeF,Fantastic Beasts and Where to Find Them (Original Motion Picture Soundtrack) [Deluxe Edition],206728,False,0,0.307,0.0414,0,-23.551,1,0.0387,0.966,0.792,0.0757,0.0782,110.062
spotify:track:0NxX4nHODgzusB4PrM73oN,Main Titles - Fantastic Beasts and Where to Find Them Theme,James Newton Howard,2M4eNCvV3CJUswavkhAQg2,0Qjf8HihKKHk1sGInHPGeF,Fantastic Beasts and Where to Find Them (Original Motion Picture Soundtrack) [Deluxe Edition],174728,False,0,0.216,0.308,0,-16.493,1,0.0535,0.473,0.734,0.0879,0.0364,80.051
spotify:track:5yJ4g5wiv77VzuhidvAnJ6,Alice's Theme,Danny Elfman,5qBZETtyzfYnXOobDXbmcD,6WyRSz7MTSNAWCL9eHOPeI,Alice in Wonderland,307226,False,0,0.417,0.415,9,-12.66,0,0.0365,0.926,0.662,0.0815,0.126,119.984
spotify:track:1S7Izc2QH2pYFIC0uK4et7,Married Life,Michael Giacchino,4kLvhMAuCloLxoP1aVM7Lr,1GxKNCOZq3TbPeUBo8PNQF,Up,250573,False,0,0.278,0.0675,0,-20.946,1,0.04,0.97,0.732,0.0812,0.112,82.626
spotify:track:2IJJszwGK4NWmh3bNK6CPD,"The Good, The Bad and The Ugly - Il Buono, Il Brutto, Il Cattivo (Titles)",Ennio Morricone,1nIUhcKHnK6iyumRyoV68C,1pDYxCrFTy971V4zaN5Anq,"The Good, The Bad and The Ugly (Original Motion Picture Soundtrack) [Remastered Edition]",162386,False,52,0.326,0.895,2,-4.987,0,0.139,0.626,0.843,0.109,0.0679,107.613
spotify:track:6FF3opetp8Nwbh7Rpz9Oxo,Pink Panther Theme,Henry Mancini,2EExdpjU4SK3xnJHO5paJf,3mgTlnVc6izWuuVmRJXx7y,The Pink Panther (Original Motion Picture Soundtrack),161600,False,0,0.613,0.0715,0,-15.619,1,0.0357,0.546,0.0648,0.0941,0.158,115.508
