uri,title,artist_name,artist_id,album_id,album_name,length,explicit,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
spotify:track:3nhzPKCm2yqGmgEhdAg19u,Four Out Of Five,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,1jeMiSeSnNS0Oys375qegp,Tranquility Base Hotel & Casino,312346,False,60,0.601,0.863,0,-4.31,1,0.0685,0.0626,0.0,0.0717,0.676,130.189
spotify:track:6Slvi85s1hIaeykjvDe1xk,Perhaps Vampires Is A Bit Strong But…,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,50Zz8CkIhATKUlQMbHO3k1,"Whatever People Say I Am, That's What I'm Not",268626,False,57,0.371,0.914,11,-4.917,0,0.081,0.000293,8.75e-05,0.0852,0.394,134.982
spotify:track:2zzLRQ78kKfPTx8FJQCdC2,When The Sun Goes Down,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,50Zz8CkIhATKUlQMbHO3k1,"Whatever People Say I Am, That's What I'm Not",202133,True,76,0.348,0.875,11,-4.758,0,0.199,0.0341,0.0,0.117,0.407,169.152
spotify:track:78RyOIDAU1Z4LwKTpFmz6H,Pouring Reign,As Blood Runs Black,4LjQpQc5NB5G02zqfEIex7,2EetlHzaCRcbFg3DywKLu9,Allegiance,193613,True,0,0.44,0.466,2,-10.574,0,0.0318,0.444,0.724,0.102,0.24,126.802
spotify:track:5eL3BwpZ3hbRc2h7JWDpqh,Only Time Will Tell,Asia,1bdytLV3FPjyhfrb6BhMej,7D0XjViIK0Z16HCxbRDrnm,Asia,285000,False,0,0.327,0.816,9,-7.987,0,0.0788,0.148,4.36e-06,0.0531,0.316,125.41
spotify:track:45rGiTUc70kMs9Nytldm5j,Gallows,Atreyu,3LkSiHbjqOHCKCqBfEZOTv,78YMe40JZq4BtHmMrGUTra,Congregation of the Damned (Explicit),208653,True,38,0.377,0.914,1,-3.708,1,0.13,8.82e-06,0.0,0.635,0.109,139.139
spotify:track:297d7PwfSFHQXCjqqDXQT2,Scream,Avenged Sevenfold,0nmQIMXWTXfhgOBdNzhGOs,3Id3VUk9jSKBD1guNo1buF,Avenged Sevenfold,288520,False,60,0.549,0.941,6,-4.802,0,0.0521,3.74e-05,1.45e-06,0.214,0.581,130.009
spotify:track:4UEo1b0wWrtHMC8bVqPiH8,Nightmare,Avenged Sevenfold,0nmQIMXWTXfhgOBdNzhGOs,7vfuTRXIAYJz5Uc8SddnTr,Nightmare,374453,True,72,0.554,0.949,2,-4.928,1,0.0787,0.000318,9.98e-05,0.2,0.233,129.984
spotify:track:0zRtBDhwtIFTfoK2HuURbM,Raindrops Keep Fallin' On My Head,B.J. Thomas,0uUNzXylqsZdmFDwdxaP1V,7lU97qE3TN6fmF2f6ncoel,Raindrops Keep Fallin' On My Head,184493,False,0,0.519,0.446,5,-9.287,1,0.0388,0.813,0.000124,0.11,0.654,104.962
spotify:track:3o3HURR06RatkEIE2Kcsht,Shooting Star (Remastered Album Version),Bad Company,5AEG63ajney2BoDXi0Vb84,1pdb09RJTwX1b0CPODdNT0,Straight Shooter,376360,False,0,0.548,0.642,9,-7.998,1,0.029,0.109,2.56e-06,0.046,0.599,83.567
spotify:track:0I6rPjtBatbnqWzqvQhvp4,Big Dreams,Bakar,3K2Srho6NCF3o9MswGR76H,1AREUbGCrAwPHXsjjfeQ6d,Badkid,153437,False,53,0.635,0.89,11,-6.182,0,0.0769,0.00491,0.0,0.0731,0.533,180.045
spotify:track:273uCXd7NPrInaiNqtkOrA,Tarzan Boy,Baltimora,6czfQ8MjHVmvJKA4LAnviG,2AclHzFubT46QrjWFSfkk9,Living In The Background,378946,False,72,0.684,0.573,5,-12.3,1,0.0261,0.318,0.028,0.306,0.716,107.363
spotify:track:1yibGVA3FlGySYObOkMdzc,Take My Bones Away,Baroness,3KdXhEwbqFHfNfSk7L9E87,4mSoz87AFyUIcZlCmwbI8s,Yellow & Green,299440,False,43,0.256,0.935,9,-5.635,1,0.0788,0.000185,0.121,0.0621,0.155,149.874
spotify:track:7qUTZEf6bgiApJEXpMAH5y,Can't Smile Without You,Barry Manilow,3alW3LYQS8K29z8C8NSLIX,1ILknbSc8Ll0TqA8oJKkNV,Even Now,193440,False,63,0.419,0.516,7,-9.937,1,0.0335,0.494,4.41e-06,0.148,0.476,97.884
spotify:track:12FZTFRyd4RBzvKf8RB0zO,I Write the Songs,Barry Manilow,3alW3LYQS8K29z8C8NSLIX,4vjtUQKNvFUftabjdTONcJ,Tryin' To Get The Feeling,235800,False,52,0.267,0.417,5,-8.79,1,0.0283,0.824,0.000961,0.087,0.331,142.595
spotify:track:4rBG93cozPI09v1QXyyHlz,33 Something,Bathory,6rBvjnvdsRxFRSrq1StGOM,7yEwgif72tjn0Fnzmeb635,Jubileum III,194560,False,0,0.436,0.825,11,-9.193,0,0.0523,1.5e-06,0.0534,0.0561,0.245,130.1
spotify:track:3E5cyRxSVlu4ZM6AdtWd0Y,Foreverdark Woods,Bathory,6rBvjnvdsRxFRSrq1StGOM,1ldyDWdF8PM2mBs8pZ9ZbV,Nordland I,486293,False,0,0.436,0.872,7,-5.808,1,0.0873,7.97e-05,0.799,0.378,0.0616,120.059
spotify:track:5329fyg55XJmRq1F5U8POV,Death And Resurrection Of A Northern Son,Bathory,6rBvjnvdsRxFRSrq1StGOM,5StMpCt6qzZ3qGJiqqUrth,Nordland II,494960,False,0,0.0862,0.756,1,-5.324,0,0.0601,0.00459,0.0112,0.468,0.115,83.105
spotify:track:05TwEprthalrWLTL1P87sa,Sadist,Bathory,6rBvjnvdsRxFRSrq1StGOM,7B41qnK48xKbYacv3jY44J,The Return Of The Darkness And Evil,177040,False,0,0.176,0.831,5,-10.498,0,0.0896,4.04e-06,0.942,0.38,0.331,123.511
spotify:track:0Djz2v2Z0uOWeRVd9UUnhd,To Enter Your Mountain,Bathory,6rBvjnvdsRxFRSrq1StGOM,71S7fZW2aAzTbXmT1gANZs,Twilight Of The Gods,455760,False,0,0.544,0.714,7,-8.514,1,0.0351,0.000144,0.00211,0.343,0.404,127.517
spotify:track:2kb7kdw6GErxbeldJC3GB3,Yekteniya VI,Batushka,15LsRgSmN0t8VLcsUFYW5J,44tXvDAgaAIHiJBBTaKZ5B,Litourgiya,253266,False,0,0.209,0.838,11,-7.706,1,0.0865,7.65e-05,0.384,0.109,0.0563,179.97
spotify:track:5h9mwffuipb2TSeTFp8Pu0,So What'Cha Want,Beastie Boys,03r4iKL2g2442PT9n2UKsx,0cXrT5A2aHEQEG0f1ZBS05,Check Your Head,217066,True,0,0.767,0.933,5,-8.47,0,0.198,0.0805,5.84e-05,0.0818,0.798,85.49
spotify:track:5fpizYGbi5IQoEraj6FP0R,Intergalactic - Remastered 2009,Beastie Boys,03r4iKL2g2442PT9n2UKsx,6eGYLONkDMja0MNtZWnRRB,Hello Nasty (Deluxe Version/Remastered 2009),231493,False,69,0.734,0.864,2,-6.119,1,0.303,0.022,9.85e-06,0.246,0.47,105.932
spotify:track:0Puj4YlTm6xNzDDADXHMI9,Sabotage,Beastie Boys,03r4iKL2g2442PT9n2UKsx,6lfjbwFGzQ6aSNP1N3JlT8,Ill Communication,178440,True,75,0.324,0.938,6,-7.332,0,0.102,0.032,0.0321,0.0961,0.543,168.131
spotify:track:2tY1gxCKslfXLFpFofYmJQ,Brass Monkey,Beastie Boys,03r4iKL2g2442PT9n2UKsx,11oR0ZuqB3ucZwb5TGbZxb,Licensed To Ill,157440,False,65,0.914,0.586,6,-8.435,0,0.33,0.00203,1.58e-06,0.0992,0.655,116.371
spotify:track:0Bs0hUYxz7REyIHH7tRhL2,Helter Skelter - Remastered 2009,The Beatles,3WrFJ7ztbogyGnTHbHJFl2,1klALx0u4AavZNEvC4LrTL,The Beatles (Remastered),269786,False,62,0.166,0.831,9,-8.469,1,0.0894,0.000606,0.846,0.811,0.281,167.518
spotify:track:3BQHpFgAp4l80e1XslIjNI,Yesterday - Remastered 2009,The Beatles,3WrFJ7ztbogyGnTHbHJFl2,0PT5m6hwPRrpBwIHVnvbFX,Help! (Remastered),125666,False,78,0.332,0.179,5,-11.83,1,0.0326,0.879,0.0,0.0886,0.315,96.529
spotify:track:5BhMoGrz5KzG2fA5uzHjZ1,Don't Let Me Down - Naked Version / Remastered 2013,The Beatles,3WrFJ7ztbogyGnTHbHJFl2,4KYcffwC5HgjJLdpQU9SjC,Let It Be... Naked (Remastered),198862,False,47,0.486,0.489,4,-8.626,1,0.0365,0.147,8.63e-06,0.135,0.783,163.63
spotify:track:0vZ97gHhemKm6c64hTfJNA,"Hello, Goodbye - Remastered 2009",The Beatles,3WrFJ7ztbogyGnTHbHJFl2,2BtE7qm1qzM80p9vLSiXkj,Magical Mystery Tour (Remastered),208840,False,61,0.479,0.733,0,-8.753,1,0.0256,0.306,2.4e-05,0.414,0.806,99.307
spotify:track:48JM82SHQTBYkhEYhMaOaa,She Loves You - Remastered 2009,The Beatles,3WrFJ7ztbogyGnTHbHJFl2,3GmCXW10kLxmZrEY0JpRlw,Past Masters (Vols. 1 & 2 / Remastered),141333,False,49,0.391,0.883,7,-5.973,1,0.0442,0.264,0.0,0.157,0.927,75.442
spotify:track:3VbGCXWRiouAq8VyMYN2MI,Love Me Do - Remastered 2009,The Beatles,3WrFJ7ztbogyGnTHbHJFl2,3KzAvEXcqJKBF97HrXwlgf,Please Please Me (Remastered),141693,False,68,0.52,0.829,0,-6.228,1,0.0806,0.386,6.2e-05,0.227,0.744,147.997
spotify:track:3oEo8Pqm5IAi8wQfCI5BpR,Yellow Submarine - Remastered 2009,The Beatles,3WrFJ7ztbogyGnTHbHJFl2,1gKZ5A1ndFqbcrWtW85cCy,Yellow Submarine (Remastered),159720,False,47,0.605,0.536,1,-10.069,1,0.0421,0.518,0.0,0.528,0.688,110.849
spotify:track:0gyoNUL5OO8bGt8MbvREOK,Hail to the Freaks,Beatsteaks,79qRD2IfSr3pmuYUficMWX,0LF3kFq3U3qpGNMgq5dmSz,Limbo Messiah,193706,False,42,0.454,0.962,6,-6.258,0,0.0376,3.59e-06,0.448,0.302,0.71,151.049
spotify:track:0a8pC3ifrxZJ2k6WZNQIyd,I Started A Joke,Bee Gees,1LZEQNv7sE11VDY3SdxQeN,3Cfxn2VpzchoMTJ5b362L6,Idea,188173,False,37,0.304,0.256,7,-17.898,1,0.0294,0.236,4.46e-06,0.116,0.372,147.459
spotify:track:43TDFuJclqZSQrHZvOpMSv,"Night Fever - From ""Saturday Night Fever"" Soundtrack",Bee Gees,1LZEQNv7sE11VDY3SdxQeN,5DDYh6LgANWIVRo0k3MGyv,Tales From The Brothers Gibb,209506,False,45,0.737,0.514,1,-15.812,0,0.0288,0.0241,0.00479,0.135,0.902,109.16
spotify:track:4ICKuJDY5F2XdTR4fIMA7W,"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",Bee Gees,1LZEQNv7sE11VDY3SdxQeN,3C4wWZRrQkuPx4PAnWnIpm,Timeless - The All-Time Greatest Hits,284426,False,52,0.7,0.744,10,-8.217,0,0.0346,0.0198,0.0081,0.155,0.903,103.559
spotify:track:3IAZKshkAnTND0rIn5dRY9,Slaying the Prophets Ov Isa,Behemoth,1MK0sGeyTNkbefYGj673e9,2DNmNtwi3QvjXRWIsC6kNB,The Apostasy,203146,False,0,0.17,0.99,6,-4.852,1,0.153,0.000456,0.832,0.0965,0.0389,89.499
spotify:track:5PRJcSkPaDhcgc2eDGzxtH,At the Left Hand Ov God,Behemoth,1MK0sGeyTNkbefYGj673e9,2DNmNtwi3QvjXRWIsC6kNB,The Apostasy,298386,False,0,0.31,0.979,3,-6.114,1,0.147,0.00314,0.434,0.383,0.115,124.536
spotify:track:42j6AMBZ4xAvXktAI60tBi,Demigod,Behemoth,1MK0sGeyTNkbefYGj673e9,6aD0M9vTRggZyzZjk2t48v,Demigod,213000,False,0,0.275,0.984,1,-5.285,1,0.46,9.66e-05,0.806,0.0601,0.0687,127.007
spotify:track:4Av1DjR6mqMolQ0h7yobcq,The Reign Ov Shemsu-Hor,Behemoth,1MK0sGeyTNkbefYGj673e9,6aD0M9vTRggZyzZjk2t48v,Demigod,508480,False,0,0.226,0.908,10,-5.442,1,0.0927,8.7e-05,0.422,0.149,0.175,157.066
spotify:track:0x2P4d5Q8VRU0nasT1g4Fs,Daimonos,Behemoth,1MK0sGeyTNkbefYGj673e9,6ZizJ3rk1Eok7JOKL6UMwv,Evangelion,315440,False,29,0.224,0.987,8,-4.179,1,0.213,1.65e-05,0.872,0.114,0.0396,129.821
spotify:track:2Q73wKbwLLcGS404gkTfjH,Ov Fire And The Void,Behemoth,1MK0sGeyTNkbefYGj673e9,6ZizJ3rk1Eok7JOKL6UMwv,Evangelion,267320,False,49,0.465,0.978,1,-4.34,1,0.084,2.98e-05,0.646,0.0268,0.13,129.994
spotify:track:2UGS1ctP44OI8EtJwscATQ,Lucifer,Behemoth,1MK0sGeyTNkbefYGj673e9,6ZizJ3rk1Eok7JOKL6UMwv,Evangelion,486613,False,30,0.174,0.914,8,-5.024,1,0.136,5.02e-05,0.801,0.382,0.0377,119.822
spotify:track:6einA5cTApe06kE0b3MxAt,God = Dog,Behemoth,1MK0sGeyTNkbefYGj673e9,3Do9xEU0fSirYUJy5TguYv,I Loved You at Your Darkest,238906,False,33,0.389,0.986,6,-5.52,1,0.166,4.12e-05,0.214,0.0384,0.0667,130.081
spotify:track:25ky0bqOPglSvw5MJTvC1q,Ecclesia Diabolica Catholica,Behemoth,1MK0sGeyTNkbefYGj673e9,3Do9xEU0fSirYUJy5TguYv,I Loved You at Your Darkest,289640,False,31,0.183,0.908,6,-5.188,1,0.0892,0.000236,0.0295,0.148,0.121,140.894
spotify:track:3sR5MqlhE1pYtrZyCJNIuO,Bartzabel,Behemoth,1MK0sGeyTNkbefYGj673e9,3Do9xEU0fSirYUJy5TguYv,I Loved You at Your Darkest,301320,False,41,0.467,0.914,6,-5.707,1,0.0782,0.0238,0.104,0.0776,0.18,109.003
spotify:track:4JynkH6Oa9cJ0zUTzYA2UP,Blow Your Trumpets Gabriel,Behemoth,1MK0sGeyTNkbefYGj673e9,7l0L2YHlQwAyI4QyZTIWGS,The Satanist,265440,False,45,0.173,0.938,6,-4.642,1,0.0807,0.000216,0.00244,0.271,0.176,118.064
spotify:track:45hGPaDQcHd3krODrbWN6g,The Satanist,Behemoth,1MK0sGeyTNkbefYGj673e9,7l0L2YHlQwAyI4QyZTIWGS,The Satanist,333826,False,36,0.391,0.934,6,-4.105,0,0.0569,0.000124,8.6e-05,0.105,0.365,112.073
spotify:track:5KzMpwYY3TPyZKQk9pgJ1k,O Father O Satan O Sun!,Behemoth,1MK0sGeyTNkbefYGj673e9,7l0L2YHlQwAyI4QyZTIWGS,The Satanist,433440,False,45,0.159,0.928,1,-4.116,1,0.0668,0.000404,3.51e-05,0.151,0.18,83.385
spotify:track:1febXMopmNMoPDsOLAbAP3,No Sympathy For Fools,Behemoth,1MK0sGeyTNkbefYGj673e9,5eOUM8SuILYbLzNrclBrJN,Zos Kia Cultus,228213,False,24,0.431,0.903,1,-6.405,1,0.0891,2.61e-05,0.0362,0.273,0.386,92.379
spotify:track:5ogtb9bGQoH8CjZNxmbNHR,Huggin & Kissin,Big Black Delta,2TXpVEw5FbzDh93tLoDm0i,0Hbr0SAgS82bmq9HDKkt5I,Big Black Delta (Deluxe),265746,False,51,0.255,0.939,0,-3.747,1,0.0918,8.78e-05,0.54,0.237,0.384,136.44
spotify:track:0gXpfKuJEVqQcn8rjraBWr,Rebel Girl,Bikini Kill,0gvHPdYxlU94W7V5MSIlFe,3h0C7vaMdXJHdR600zx4gU,Kill Rock Stars Sampler 2009,157333,False,0,0.49,0.95,8,-3.479,0,0.116,0.207,0.0393,0.057,0.504,134.943
spotify:track:1gzIbdFnGJ226LTl0Cn2SX,White Wedding - Pt. 1,Billy Idol,7lzordPuZEXxwt9aoVZYmG,5ebh0MxkqELmk50xHj2b4k,Billy Idol,252200,False,71,0.673,0.814,9,-5.411,1,0.0367,0.0133,0.00293,0.343,0.728,147.193
spotify:track:2e5JOKR3sRfhYONhzTQDAx,Mony Mony,Billy Idol,7lzordPuZEXxwt9aoVZYmG,1gTvJG5YnrTiwr0uDuzaoA,Greatest Hits,301400,False,38,0.729,0.682,6,-7.655,1,0.0419,0.00785,0.0,0.098,0.404,135.185
spotify:track:3kyW3qviTr2dIyvqa1lEWC,Sweet Sixteen - Remastered,Billy Idol,7lzordPuZEXxwt9aoVZYmG,1gTvJG5YnrTiwr0uDuzaoA,Greatest Hits,254733,False,56,0.585,0.666,9,-11.45,0,0.0352,0.441,0.0517,0.162,0.673,156.366
spotify:track:4TIJ7zSBNejpoIPaWpWRKc,Rebel Yell,Billy Idol,7lzordPuZEXxwt9aoVZYmG,2FZNWUmgRoP8uJZBaHJdfj,Rebel Yell,288533,False,75,0.53,0.864,4,-4.948,0,0.061,0.000753,0.000459,0.354,0.484,166.312
spotify:track:6yjKlmm7vOszkXEUku1EM1,New York State of Mind,Billy Joel,6zFYqv1mOsgBRQbae3JJ9e,7GiLfxL1su3MSqz7pmKMZi,Turnstiles,362400,False,63,0.506,0.373,0,-9.473,1,0.0347,0.499,4.05e-05,0.323,0.194,121.289
spotify:track:3Dnr5MmVE22xUyZXqMPbQf,Young Men Dead,The Black Angels,0VNWuGf8SMVU2AerpdhMbP,6WYCzTU5HEw63DbtbNupsA,Passover,332253,False,50,0.46,0.74,2,-5.849,1,0.0303,0.000203,0.0385,0.124,0.0808,129.611
