uri,title,artist_name,artist_id,album_id,album_name,length,explicit,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
spotify:track:2Qww9XA9c0zf0eWufN2P2o,Oh Comely,Neutral Milk Hotel,2ooIqOf4X2uz4mMptXCtie,7i6AHMD700GlwhHdFx1CIG,In The Aeroplane Over The Sea,498133,False,0,0.363,0.364,4,-6.192,0,0.0334,0.753,2.41e-05,0.112,0.127,118.534
spotify:track:4FbATWNXIH4tfePXbAytxM,Electro-Shock Blues,Eels,3zunDAtRDg7kflREzWAhxl,6gDkU8afShmZiHPbsN5Pu3,Electro-Shock Blues,149933,False,0,0.558,0.106,4,-20.038,1,0.0659,0.905,0.0027,0.107,0.357,73.3
spotify:track:0TBntp6t4oS6UXjxikO5n7,Comin' Back to Me,Jefferson Airplane,2qFr8w5sWUITRlzZ9kZotF,6lPb7Eoon6QPbscWbMsk6a,Surrealistic Pillow,315040,False,48,0.363,0.113,7,-23.87,1,0.0396,0.885,0.118,0.112,0.0398,166.721
spotify:track:0wvIGFIgbyz4JNwQhZgTv2,Rooster (2022 Remaster),Alice In Chains,64tNsm6TnZe2zpcMVMOoHL,58NXIEYqmq5dQHg9nV9duM,Dirt (2022 Remaster),374333,False,71,0.271,0.551,3,-8.46,1,0.0272,0.0307,0.000581,0.118,0.2,143.899
spotify:track:30u7Z9cmWT3mJVzZtKRm1f,With My Hands Covering Both of my Eyes I Am Too Scared to Have a Look at You Now,Team Me,6sVtsKPUjWlLH4sNbhoNF5,2JgAL9x5tsyiLOh4MEKJcV,With My Hands Covering Both of my Eyes I Am Too Scared to Have a Look at You Now,219226,False,0,0.531,0.813,0,-7.437,1,0.0321,0.00226,0.000955,0.413,0.377,135.014
spotify:track:620QIR5ruGWMrwoi9Jw1kg,June,Team Me,6sVtsKPUjWlLH4sNbhoNF5,7zjDjISQxUuvDnF5YXlI4d,June,221217,False,0,0.503,0.744,0,-7.943,0,0.04,0.0377,0.000589,0.156,0.454,140.048
spotify:track:2CjFwijlgQCI5BJ6EimcQm,Show Me,Team Me,6sVtsKPUjWlLH4sNbhoNF5,25iS6V1ol72T1iU06XiZl1,To The Treetops!,287560,False,0,0.541,0.83,2,-5.776,0,0.0307,0.00167,0.000806,0.25,0.456,129.967
spotify:track:4jozjPDv6YVVDmDqDQqyTf,Always,Panama,3W9UldYu0xJcaOAw2SUTDI,6ABkacBzpf0AQ7z7xfUtt2,Always EP (Deluxe Edition),219051,False,44,0.606,0.758,5,-5.721,0,0.027,0.000289,0.11,0.143,0.435,116.043
spotify:track:0BJTbkmrB2Y4E9M8qVzbYZ,Feel It All Around,Washed Out,5juOkIIy18sFw9L30syt1Z,2dctdID2E6GikiwyXvvtQL,Life Of Leisure,192080,False,0,0.34,0.737,8,-4.681,1,0.0582,0.000105,0.762,0.0699,0.499,172.022
spotify:track:7kbN8W9dURfjlKWI1dFdCn,4th and Roebling,The Districts,3HZgaiR960RFqx9d4LPraD,2k4PnrbsE4RPH0quaUrQJi,4th and Roebling,289600,False,0,0.265,0.65,1,-6.421,0,0.0657,0.00249,0.00876,0.122,0.265,207.154
spotify:track:0IJ1ijo3uoJzy6ZE5wxJio,Grizzly Bear,Angus & Julia Stone,4tvKz56Tr39bkhcQUTO0Xr,4DnMkBr1AH6IMP5wORp7Ag,Angus & Julia Stone (Deluxe),248520,False,56,0.902,0.438,9,-8.63,0,0.0493,0.503,0.135,0.101,0.943,118.048
spotify:track:23jiAPi1l8EbgywiQMairx,Uh,Fujiya & Miyagi,0j2MwhbFTvquOBhs3LeIfU,4UMTyMI5uwS710UpjgKQAM,Lightbulbs,180533,False,0,0.968,0.665,0,-6.499,1,0.2,0.00383,0.806,0.0975,0.736,109.984
spotify:track:4DbzLuANieXxl5o80C7n6L,The Story Of The Impossible,Peter von Poehl,5KhvKrmpVAYSZBbskHd00W,53NRpv0bxuoV2tzynIL5LR,Going To Where The Tea Trees Are,217853,False,0,0.61,0.412,3,-11.57,1,0.0259,0.888,0.139,0.108,0.397,76.605
spotify:track:5G5ogjmnQxSQG9cskbNEse,Staying,Koda,3WhvgoOwfFRjuHf7zgCptu,3beVpvSRvlBS59ZhMxRG2f,Staying,264045,False,43,0.267,0.244,4,-14.014,0,0.0447,0.97,0.314,0.0873,0.137,179.209
spotify:track:5jWI1xNxABzDRFTnD2yp8L,I Love to Love,Tina Charles,7Jbs4wPCLaKXPxrTxZ2zaa,4tQ54MqaSzOZmi5aL2G647,I Love To Love - The Best Of,183693,False,63,0.677,0.703,9,-9.344,1,0.0344,0.143,6.96e-05,0.514,0.962,99.419
spotify:track:5RWMlD6s4i8fECJkDvdt7D,Closer,Lemaitre,4CTKqs11Zgsv8EZTVzx764,0bBmdFUiNNkE7ZbiEiAziZ,Closer,271653,False,0,0.572,0.819,2,-2.711,0,0.0333,0.00146,0.0108,0.141,0.339,91.945
spotify:track:1t6zwEOPQUz9QIjlwZ5UGF,Line Of Fire,Junip,7HcipAIJatVGT4U6HQrnFW,4fsnz213jt84aF3obRP8jO,Junip,339293,False,43,0.484,0.75,2,-8.033,1,0.0417,0.472,0.523,0.111,0.284,90.377
spotify:track:6CCcd2AtzUmGn1pVqb2IGM,Stranger / Lover,Ibeyi,5Q8NEHGX70m1kkojbtm8wa,38zqKJcP6QQYO9hNzZ7Usy,Ibeyi,251420,False,0,0.583,0.457,2,-7.634,0,0.0374,0.005,0.0227,0.0971,0.273,180.144
spotify:track:6c9t15M38cWxyt3uLnLfD8,Santa Fe,Beirut,6pmxr66tMAePxzOLfjGNcX,7ri0EOAjJuuyawBbbEyU2L,The Rip Tide,254386,False,0,0.728,0.671,11,-6.772,1,0.027,0.307,0.00574,0.109,0.959,131.72
spotify:track:0LS9j29qzv8vKFz2Hi3G8c,Cristina,Teleman,3wrtQM9ICPPeHwoc1GWiyV,0OaVZJwUqAyLlniMCB5O6K,Breakfast,238906,False,0,0.783,0.516,7,-8.792,1,0.0493,0.397,5.86e-06,0.119,0.267,119.029
spotify:track:2JyEK1FvLHhymbCw7Mf1S6,Death With Dignity,Sufjan Stevens,4MXUO7sVCaFgFjoTI5ox5c,5MQPCHqfFR9wweKrLJyaSM,Carrie & Lowell,239634,False,0,0.516,0.154,4,-22.1,1,0.0383,0.987,0.0383,0.115,0.451,169.946
spotify:track:5lEIBqvpZEGhjMg8rdVKeg,Lonely Press Play,Damon Albarn,0O98jlCaPzvsoei6U5jfEL,5SzhltQSSi1HUMi5cveZIZ,Everyday Robots,222760,False,43,0.759,0.315,7,-13.955,1,0.0961,0.293,3.88e-05,0.0984,0.547,129.956
spotify:track:5oLOgSExVFBBzYTXVblcwu,Mr Tembo,Damon Albarn,0O98jlCaPzvsoei6U5jfEL,5SzhltQSSi1HUMi5cveZIZ,Everyday Robots,223840,False,45,0.744,0.555,0,-9.933,1,0.166,0.182,0.0,0.666,0.833,92.084
spotify:track:2dLL8ikM6GXMhKX39c12zN,Everyday Robots,Damon Albarn,0O98jlCaPzvsoei6U5jfEL,5SzhltQSSi1HUMi5cveZIZ,Everyday Robots,239496,False,40,0.62,0.311,0,-12.299,1,0.0454,0.812,9.88e-05,0.172,0.461,138.903
spotify:track:6U5hUX40OWY6l0HaPUWElZ,Banquet,Bloc Party,3MM8mtgFzaEJsqbjZBSsHJ,4KeTvCYCel3Ky58FirciWp,Silent Alarm,200400,False,60,0.591,0.939,10,-4.911,0,0.0533,0.000156,0.0111,0.0882,0.856,150.249
spotify:track:0k2ZJ0m9z3FVkeFhgB5QiW,Silly Things,Wild Child,1xLMexpeeTKQ20SwGMaGSK,6PPFActErBg9LwXfMfOKYB,Pillow Talk,254333,False,18,0.513,0.528,0,-7.162,1,0.0643,0.736,7.82e-06,0.109,0.386,141.415
spotify:track:0alXWwTcr1reJRYkhjauN1,Pillow Talk,Wild Child,1xLMexpeeTKQ20SwGMaGSK,6PPFActErBg9LwXfMfOKYB,Pillow Talk,258200,False,25,0.674,0.366,10,-8.958,1,0.0591,0.923,0.000195,0.123,0.492,74.818
spotify:track:00wDDFtuu9ihdne4is9Wkk,Crazy Bird,Wild Child,1xLMexpeeTKQ20SwGMaGSK,0fDwHiy7lB9Ryi0oErKQu8,The Runaround,238390,False,0,0.782,0.534,3,-8.35,1,0.0353,0.261,0.000176,0.37,0.722,93.473
spotify:track:67XegWzwUTnAKqoB62GHqd,The Passenger,Siouxsie and the Banshees,1n65zfwYIj5kKEtNgxUlWb,0zp6r9eWH9J5aHmrS5gWH3,Through The Looking Glass (Remastered And Expanded),309306,False,0,0.448,0.927,2,-4.516,0,0.0666,0.0331,6.68e-05,0.106,0.331,139.8
spotify:track:6zQhANi5mDTELfSuUFPx4Q,Hong Kong Garden,Siouxsie and the Banshees,1n65zfwYIj5kKEtNgxUlWb,1Xi4oJP21fSeudrYdFI71n,The Scream (Remastered & Expanded),175906,False,0,0.614,0.721,0,-8.962,1,0.0322,0.000642,0.0817,0.167,0.708,146.629
spotify:track:05uI1w9BFqXXljwFBeDf6w,Dear Prudence,Siouxsie and the Banshees,1n65zfwYIj5kKEtNgxUlWb,3GBZ1Hv0R2Pgj8nBuZz29w,The Best Of...,229080,False,0,0.44,0.798,5,-8.948,1,0.0352,0.013,0.000315,0.668,0.428,101.47
spotify:track:5wycYLTeraGMJ8oPsNSjqS,Children of the Revolution,T. Rex,3dBVyJ7JuOMt4GE9607Qin,4CjbttgFbvIIEeOKuzyD1T,Breakfast On Pluto,149666,False,0,0.484,0.853,4,-4.198,0,0.0441,0.0824,0.0,0.0793,0.745,130.507
spotify:track:5nbNdS5SKdpiDZjCBh8W7b,Get It On,T. Rex,3dBVyJ7JuOMt4GE9607Qin,6hPt04r4KtO00nwhdGJ8Ox,Electric Warrior (Deluxe Edition),262613,False,0,0.728,0.878,11,-6.926,0,0.0564,0.176,0.856,0.61,0.911,126.59
spotify:track:2tO8Co1xURxvrEKIMcCyS9,Cornerstone,Benjamin Clementine,7zHIrsSBL7A0gEJfzv1m7z,2JJdjifhzDdYRYtqqo8GoM,At Least For Now (Deluxe),271413,False,0,0.473,0.375,6,-5.842,1,0.0341,0.793,0.0217,0.0938,0.183,78.571
spotify:track:7I1v3hLSDCZK4EdGVokFcj,The Fade Out Line,Phoebe Killdeer,318VpIRUWele6jD0k3ldkT,3HzJdKpYy285tTrf5xu5RT,Innerquake,212813,False,47,0.823,0.396,1,-8.58,0,0.0309,0.181,0.0313,0.0809,0.496,104.355
