uri,title,artist_name,artist_id,album_id,album_name,length,explicit,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
spotify:track:6goFAkOmzIbPZSPhyBXoVI,We're All in This Together,Sam Roberts Band,09XH90DXG8hru6NN96GbA0,24UvJOnzKF7dwMDixYNfha,Lo-Fantasy,299706,False,27,0.567,0.969,6,-3.162,0,0.0507,0.02,0.000219,0.212,0.617,97.069
spotify:track:5OFXqc0YydDLSJTxEp0AjS,The Mummers' Dance,Loreena McKennitt,1JdeDdujDbS6ZeSlkXqx3a,2WcHHCuMlmZRLpvCvtTITw,The Book Of Secrets,367440,False,45,0.548,0.456,0,-11.53,0,0.0289,0.425,0.116,0.0892,0.294,120.274
spotify:track:0ua0Go4NN4Td7l0Zre6Ce3,Flashing Lights,Kanye West,5K4W6rqBFWDnAN6FQUkS6x,3SZr5Pco2oqKFORCP3WNj9,Graduation,237506,True,0,0.634,0.649,6,-7.505,0,0.0486,0.0315,0.0,0.482,0.509,90.482
spotify:track:4jacsL77ZYnpInmTtUBaJW,Move Your Feet,Junior Senior,7xNPROyVfkH4mcIxxCxySm,7xJ6am4jsZw1Bg0S0g0hmI,d-d-don't don't stop the beat (Explicit Content U.S. Version),181906,False,61,0.755,0.895,9,-2.619,1,0.0883,0.0507,0.0737,0.222,0.844,118.871
spotify:track:0w2piYWj1F2bzUftzGJgK9,Paranoid,Kanye West,5K4W6rqBFWDnAN6FQUkS6x,3WFTGIO6E3Xh4paEOBY9OU,808s & Heartbreak,277906,False,63,0.587,0.611,6,-7.408,1,0.106,0.114,9.83e-05,0.0765,0.464,114.991
spotify:track:2EyI2YCkxefrUvFkCedb3C,(Don't Fear) The Reaper,Apollo 440,37f9cjf8Ic4t7vYNRYAzI7,61Q7XGEbHmrp8kFAOhG9KA,Millennium Fever,328066,False,27,0.494,0.948,0,-7.668,1,0.0379,2.48e-05,0.286,0.218,0.388,134.999
spotify:track:3dhjNA0jGA8vHBQ1VdD6vV,I Feel It Coming,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,2ODvWsOgouMbaA5xf0RkJe,Starboy,269186,False,82,0.773,0.819,0,-5.946,0,0.118,0.428,0.0,0.0679,0.585,92.987
spotify:track:3sNVsP50132BTNlImLx70i,Bound 2,Kanye West,5K4W6rqBFWDnAN6FQUkS6x,7D2NdGvBHIavgLhmcwhluK,Yeezus,229146,True,87,0.367,0.665,1,-2.821,1,0.0465,0.145,0.0,0.113,0.31,148.913
spotify:track:41xY0XOmX8DF8GKoPi4oF3,You Are,Lionel Richie,3gMaNLQm7D9MornNILzdSl,1W1b52vaEcE3wfWk4WQH6q,The Definitive Collection,246786,False,37,0.788,0.403,1,-12.776,1,0.0345,0.333,0.000243,0.0585,0.631,111.798
spotify:track:3K4HG9evC7dg3N0R9cYqk4,One Step Closer,Linkin Park,6XyY86QOPPrYVGvF9ch6wz,6hPkbAV3ZXpGZBGUvL6jVM,Hybrid Theory (Bonus Edition),157333,False,79,0.492,0.969,9,-4.419,1,0.0491,0.0014,1.32e-06,0.0787,0.538,95.136
spotify:track:2NXLCUySCK9odGGCGIzbOA,The Catalyst,Linkin Park,6XyY86QOPPrYVGvF9ch6wz,5eg11Z64gD475AWBJf0l3G,A Thousand Suns,339853,False,0,0.56,0.925,0,-5.48,1,0.0362,0.0372,0.0,0.104,0.178,135.009
spotify:track:4HcDu9IGRCvSTJE4yW5Ugv,Breaking the Habit,Linkin Park,6XyY86QOPPrYVGvF9ch6wz,0y13VbGddQ4azdVWakksAL,Meteora (Bonus Edition),196906,False,58,0.579,0.849,4,-5.218,0,0.0303,0.108,0.0,0.0909,0.581,100.021
spotify:track:1d5UuboIPRMD4HaU3yycKC,Somewhere I Belong,Linkin Park,6XyY86QOPPrYVGvF9ch6wz,0y13VbGddQ4azdVWakksAL,Meteora (Bonus Edition),213933,False,56,0.451,0.951,1,-3.754,1,0.0645,0.00038,2.39e-06,0.261,0.442,162.065
spotify:track:2uxL6E8Yq0Psc1V9uBtC4F,Faint,Linkin Park,6XyY86QOPPrYVGvF9ch6wz,0y13VbGddQ4azdVWakksAL,Meteora (Bonus Edition),162600,False,56,0.554,0.978,4,-3.554,1,0.131,0.111,0.0,0.0731,0.594,135.095
spotify:track:0kO3njY9N1Rxgv27Ha1lLh,Numb,Linkin Park,6XyY86QOPPrYVGvF9ch6wz,0y13VbGddQ4azdVWakksAL,Meteora (Bonus Edition),185586,False,60,0.496,0.863,9,-4.153,1,0.0381,0.0046,0.0,0.639,0.243,110.018
spotify:track:60a0Rd6pjrkxjPbaKzXjfq,In the End,Linkin Park,6XyY86QOPPrYVGvF9ch6wz,6hPkbAV3ZXpGZBGUvL6jVM,Hybrid Theory (Bonus Edition),216880,False,86,0.556,0.864,3,-5.87,0,0.0584,0.00958,0.0,0.209,0.4,105.143
spotify:track:1qHXpsRP2gwteJCPUrc9wA,You & Me,Dave Matthews Band,2TI7qyDE0QfyOlnbtfDo7L,0rbGx96lGWaTAPgd1a9fWR,Big Whiskey and the GrooGrux King,340533,False,0,0.652,0.627,7,-7.313,1,0.0894,0.436,8.11e-06,0.0674,0.315,137.867
spotify:local:SNSD::Gee+%28Korean+Ver.+MP3+only%29:205,Gee (Korean Ver. MP3 only),SNSD,,,,205000,False,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
spotify:local:::Hero:194,Hero,,,,,194000,False,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
spotify:track:0fFCTYF5QEU3K1R4HKfmiE,Head Over Heels,Tears For Fears,4bthk9UfsYUYdcFyqxmSUU,7r4ByJyCnRFjmaobrCagsE,Shout: The Very Best Of Tears For Fears,254360,False,0,0.605,0.742,4,-7.031,0,0.0246,0.521,0.000946,0.15,0.619,95.168
spotify:track:43DeSV93pJPT4lCZaWZ6b1,The Boys Are Back In Town,Thin Lizzy,6biWAmrHyiMkX49LkycGqQ,6Cf545T4jkaiyvMnTRPOB2,Jailbreak (Deluxe Edition),266720,False,75,0.445,0.706,8,-9.803,1,0.0461,0.234,0.000252,0.205,0.768,80.823
spotify:track:1IA1bevX8DfUY86sN3o3CH,Cry Little Sister - Theme from ''Lost Boys'',Gerard McMann,1r3bb9hTIXRWwvtYaKzNzP,4KFyuG1e7yTOknV9Pm893S,The Lost Boys Original Motion Picture Soundtrack,286133,False,54,0.467,0.495,2,-15.455,0,0.0516,0.161,0.0171,0.0714,0.448,146.016
spotify:track:4RQgqR09VmHn345vRhKQ6T,Sir Duke,Stevie Wonder,7guDJrEfX3qb6FEbdPA5qi,2HVx2tiZnLX8xeaUthed1e,Songs In The Key Of Life,234093,False,3,0.576,0.579,6,-9.628,1,0.0769,0.16,0.0,0.0777,0.947,106.978
spotify:local:::Beneath+the+Mask+%5BWith+Lyrics%5D+-+Persona+5:285,Beneath the Mask [With Lyrics] - Persona 5,,,,,285000,False,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
spotify:track:5pD9x23lsoQr464mlmaKNJ,Chained To The Rhythm,Katy Perry,6jJ0s89eD6GaHleKKya26X,1eKkyO5UKGXBfbgatavAFR,Chained To The Rhythm,237915,False,0,0.451,0.809,0,-5.327,1,0.141,0.073,0.0,0.201,0.481,189.888
