uri,title,artist_name,artist_id,album_id,album_name,length,explicit,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
spotify:track:3O2hDxP5BeV4bH99nRvgym,The Outfield,The Night Game,79QO0Xmn1dZhvaLicS2Yrs,6yKzyZeg8EUYBZbw7M2f0V,The Outfield,239626,False,0,0.707,0.669,2,-4.561,1,0.0375,0.102,1.04e-06,0.228,0.631,131.983
spotify:track:5stBjr01wRUJa6BGqkxPD7,The Other Side (Alessia Cara Version),Alessia Cara,2wUjUUtkb5lvLKcGKsKqsR,0xK3vVeEMBZCn0CVTTaYL9,The Other Side (Alessia Cara Version),199285,False,41,0.433,0.573,1,-6.041,0,0.156,0.278,0.0,0.103,0.312,150.005
spotify:track:125ayeFtp2YCLzM2udMZOk,Miracle,The Score,2q3GG88dVwuQPF4FmySr9I,5lBuDWwZvNyqYg5qe6igt4,Myths & Legends,205386,False,0,0.642,0.776,11,-4.0,0,0.0343,0.0675,0.0,0.21,0.567,130.068
spotify:track:6ujpdDqRkmLXjOoUSYdvVQ,"Ride (feat. Gary Clark Jr.) - From ""Cars 3""",ZZ Ward,7aJSIsbI5wV8aFi2kkFfPi,07JKCBCw5s0J1WZedwVvFa,"Ride (feat. Gary Clark Jr.) [From ""Cars 3""]",244130,False,0,0.513,0.951,0,-2.952,1,0.157,0.0121,0.169,0.0401,0.666,170.041
spotify:track:15BlympuVSfZFROojEMY2M,Don't Let Me Down (feat. Daya) - Illenium Remix,The Chainsmokers,69GGBxA162lTqCwzJG5jLp,5yhNY3zM1Vx1oaL3GYTWIZ,Don't Let Me Down (Remixes) (feat. Daya),218933,False,64,0.428,0.656,11,-3.712,1,0.075,0.0751,0.181,0.15,0.355,79.648
spotify:track:3JAXufDj7JkyOtwMwYmsBQ,Smallest Light,Ingrid Michaelson,2vm8GdHyrJh2O2MfbQFYG0,6HCcc4fJpDkzIrjvmDBUo8,The Space Between Us (Original Motion Picture Soundtrack),217746,False,34,0.468,0.143,5,-12.231,1,0.0296,0.921,0.0,0.0936,0.192,109.668
spotify:track:4MFU8kCLOQD9nV03Gfvrkn,Do You Wanna Dance?,The Beach Boys,3oDbviiivRWhXwIE8hxkVV,6cSZPNsr3tMEHo5QrMjk1F,50 Big Ones: Greatest Hits,142533,False,43,0.436,0.81,10,-8.443,1,0.0454,0.455,2.24e-06,0.331,0.759,147.14
spotify:track:2QTXVDYQniCqKqmKcL0A5u,Take on Me - Kygo Remix,a-ha,2jzc5TC5TVFLXQlBNiIUzE,7ubkBvBT9AJifbLIIWUWnx,Time and Again: The Ultimate a-ha,225680,False,37,0.568,0.674,9,-9.155,1,0.097,0.236,0.000469,0.147,0.624,90.043
spotify:track:5ZpDiWqCG93McsnuHu9uCR,The Safety Dance,Men Without Hats,34PLzyi7CdXUekiLHYyqXq,3kpkQJB2e5R1Ktr8lTs8yf,Rhythm of Youth,277480,False,47,0.779,0.742,5,-8.534,1,0.0368,0.0463,5.56e-05,0.157,0.286,100.2
spotify:track:2bqYcSSycHX7Zo6LJbA6aw,Aftergold,Big Wild,0PxzGnCYBpSuaI49OR94cA,0UNXK41aoqUDhSayFVKchE,Aftergold,229841,False,0,0.65,0.672,8,-7.643,0,0.0388,0.178,0.215,0.191,0.208,94.534
spotify:track:6cFZ4PLC19taNlpl9pbGMf,Somebody To Love - Remastered 2011,Queen,1dfeR4HaWDbWqFHLkxsg1d,0lmQ6rAGcChLjGXM52Qu3i,A Day At The Races (Deluxe Remastered Version),296493,False,69,0.497,0.693,8,-7.024,1,0.0565,0.19,0.0,0.215,0.358,111.539
spotify:track:5wQnmLuC1W7ATsArWACrgW,Welcome to the Black Parade,My Chemical Romance,7FBcuc1gsnv6Y1nwFtNRCb,0FZK97MXMm5mUQ8mtudjuK,The Black Parade,311106,False,79,0.217,0.905,2,-4.103,1,0.0752,0.000289,0.00011,0.222,0.236,96.95
spotify:track:7pJ4iEOOwUEzO3m9Hh3Ojr,Old Friends - Jonas Blue Remix,Jasmine Thompson,2TL8gYTNgD6nXkyuUdDrMg,2vMjiqNP4eulgUhHaOA2Tc,Wonderland,174733,False,41,0.646,0.744,3,-4.714,1,0.0365,0.0246,0.0,0.0705,0.358,103.048
spotify:track:2MLHyLy5z5l5YRp7momlgw,Island In The Sun,Weezer,3jOstUTkEu2JkjvRdBA5Gu,2OBSz5Nlto0Q5CtYPzPY7c,Weezer (Green Album),200306,False,78,0.654,0.81,4,-6.26,0,0.0288,0.00719,0.00251,0.165,0.661,114.623
spotify:track:4PXH3g9qGgMqDlC52dJw07,Blister In The Sun,Violent Femmes,0rpMdBzQXf7aYRnu5fDBJy,645pkwf8FAE9eYY2vx7TiO,Violent Femmes: Deluxe Edition,144946,False,0,0.725,0.558,0,-8.557,1,0.125,0.318,0.0,0.0976,0.88,96.969
spotify:track:4yshHBPp0MoVynV1sMCKV3,Send Me On My Way,Rusted Root,2M3vnW1p5w4uPRkLYTbvdB,73dMmmMMWYjmCnGj1OgvIR,The Best Of / 20th Century Masters The Millennium Collection,261706,False,54,0.495,0.774,0,-6.543,1,0.0718,0.138,1.31e-05,0.128,0.715,119.398
spotify:track:677RjvAT2lpYjo1Whczjzx,It Ain't Me,Kygo,23fqKkggKUBHNkbKtXEls4,2x7pNYipWSrkKUnjzP9GhN,"NOW That's What I Call Music, Vol. 62",216586,False,37,0.636,0.533,0,-6.539,1,0.0984,0.12,0.0,0.371,0.45,99.858
spotify:track:0dA2Mk56wEzDgegdC6R17g,Stay (with Alessia Cara),Zedd,2qxJFvFYMEDqd7ui6kSAcq,0VMGOBhLrC5Q2bfZnrocVN,Stay,210090,False,0,0.679,0.634,5,-5.024,0,0.0654,0.232,0.0,0.115,0.498,102.013
spotify:track:3R6dPfF2yBO8mHySW1XDAa,Solo Dance,Martin Jensen,4ehtJnVumNf6xzSCDk8aLB,7J6SYqcOQ705IYA0DUec38,Solo Dance,174933,False,61,0.746,0.846,9,-2.432,1,0.048,0.0485,0.0,0.195,0.403,114.955
spotify:track:27SdWb2rFzO6GWiYDBTD9j,Cheap Thrills,Sia,5WUlDfRSoLAfcVSX1WnrxN,77jAfTh3KH9K2reMOmTgOh,This Is Acting,211666,False,80,0.628,0.698,6,-5.608,0,0.105,0.0472,0.00143,0.0907,0.732,89.976
spotify:track:6ZSO7kPn8IMJFymyticbJO,Gold,Kiiara,4u5smJBskI6Adzv08PuiUP,2EvTMiJyF3H4BoxNCL4HLh,low kii savage,225882,False,64,0.6,0.412,8,-9.343,1,0.344,0.615,0.0025,0.134,0.408,113.049
spotify:track:39IsH7B5byx8NRlEKlZVg9,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,0uGk2czvcpWQA383Im6ajf,6jO7hs4GsF6924w10xQTyA,Pretty Girl (Cheat Codes X CADE Remix),193613,True,60,0.703,0.868,7,-4.661,0,0.0291,0.15,0.132,0.104,0.733,121.03
