uri,title,artist_name,artist_id,album_id,album_name,length,explicit,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
spotify:track:7agqowjjStyVeTdJPM2yMl,Photograph,Nickelback,6deZN1bslXzeGvOLaLMOIF,3icqltCKqT57vZTcsCmESa,All The Right Reasons,258893,False,52,0.513,0.875,8,-3.753,1,0.029,0.000955,0.000103,0.0896,0.385,145.923
spotify:track:3cfOd4CMv2snFaKAnMdnvK,All Star,Smash Mouth,2iEvnFsWxR0Syqu2JNopAd,2kyTLcEZe6nc1s6ve0zW9P,Astro Lounge,200373,False,79,0.731,0.867,11,-5.881,1,0.032,0.0395,0.0,0.0861,0.776,104.019
spotify:track:4JuJ9ewGWWGy0U3URuXOSI,Have You Ever Seen The Rain?,Creedence Clearwater Revival,3IYUhFvPQItj6xySrBmZkd,77Ufm02YB5qgT72qrBFt8P,Pendulum (40th Anniversary Edition),160133,False,0,0.741,0.697,0,-7.028,1,0.0277,0.0664,2.28e-05,0.133,0.774,116.109
spotify:track:7N3PAbqfTjSEU1edb2tY8j,Jump - 2015 Remaster,Van Halen,2cnMpRsOVqtPMfq7YiFE6K,3REUXdj5OPKhuDTrTtCBU0,1984 (Remastered),241599,False,79,0.572,0.835,0,-6.219,1,0.0317,0.171,0.000377,0.0702,0.795,129.981
spotify:track:4MhTFsyqIJnjsOweVcU8ug,Sweet Child O' Mine,Guns N' Roses,3qm84nBOXUEQ2vnTfUTTFC,5JKFiC2WVi9HtvJEm8CUB8,Appetite For Destruction,356400,False,0,0.449,0.901,6,-7.711,1,0.0526,0.141,0.0675,0.128,0.696,125.148
spotify:track:7ccI9cStQbQdystvc6TvxD,We Are The Champions - Remastered 2011,Queen,1dfeR4HaWDbWqFHLkxsg1d,6Di4m5k1BtMJ0R44bWNutu,News Of The World (Deluxe Remastered Version),179200,False,64,0.268,0.459,7,-6.948,0,0.0346,0.378,0.0,0.119,0.172,64.223
spotify:track:44T13PWJ87jb3lFElhVIHx,Growing Up (feat. Ed Sheeran),Macklemore & Ryan Lewis,5BcAKTbp20cv7tC5VqPFoC,2kqn09pydzvKvB3xWbAxY4,This Unruly Mess I've Made,305240,False,58,0.74,0.549,9,-7.072,1,0.303,0.178,0.0,0.114,0.469,85.16
spotify:track:4G8gkOterJn0Ywt6uhqbhp,Radioactive,Imagine Dragons,53XhwfbYqKCa1cC15pYq2q,6htgf3qv7vGcsdxLCDxKp8,Night Visions,186813,False,74,0.448,0.784,9,-3.686,1,0.0627,0.106,0.000108,0.668,0.236,136.245
spotify:track:1hlveB9M6ijHZRbzZ2teyh,We're Not Gonna Take It,Twisted Sister,7b85ve82Sh36a3UAx74wut,0dzqapIToiOhULGvzDKpXm,Stay Hungry,219666,False,75,0.502,0.924,4,-6.299,1,0.0503,0.0127,0.0,0.162,0.922,149.186
spotify:track:4b3koZFePW7UbUvIiD1Uz5,Stayin' Alive,Bee Gees,1LZEQNv7sE11VDY3SdxQeN,3khtdFhfEueO0ZRjz5YqdS,Madagascar,283360,False,0,0.69,0.821,10,-8.129,0,0.0361,0.115,0.000303,0.193,0.962,103.597
spotify:track:3bYCGWnZdLQjndiKogqA3G,Summer Of '69,Bryan Adams,3Z02hBLubJxuFJfhacLSDc,1DCI0mQQdf0LYoXheONDXi,Reckless (30th Anniversary / Deluxe Edition),216053,False,0,0.507,0.843,2,-6.137,1,0.0379,0.0191,0.0,0.08,0.704,139.136
spotify:track:66qlqxhEMpSHOzjRK4il0b,Castle on the Hill,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,5YnGwVQx2OQ4CpcQeVDthP,Castle on the Hill,261153,False,58,0.461,0.834,2,-4.868,1,0.0989,0.0232,1.14e-05,0.14,0.471,135.007
spotify:track:500h8jAdr7LvzzXlm1qxtK,Magic,Pilot,6PwcexHTG0qJWQQwp05Bpm,2ECNvuuHKvd8x0Qy2737Rw,From The Album Of The Same Name,186333,False,62,0.393,0.588,9,-6.68,0,0.0613,0.345,0.0,0.134,0.728,203.145
spotify:track:40NRm1ZLvZpUSCUXAGGZ8J,Kung Fu Fighting,Carl Douglas,5Pqx4mXYDGIDcg8E5FYjZ8,7wA3s9ug9RoJXi9qGQbSjX,The Soul of the Kung Fu Fighter,197693,False,68,0.598,0.673,2,-10.431,1,0.0693,0.0422,6.9e-05,0.289,0.59,102.034
