uri,title,artist_name,artist_id,album_id,album_name,length,explicit,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
spotify:track:0ZSmRnXnP5fdANtVlCok1g,Look What You've Done,Jet,5ypxebeHEIXjMtJb17uJlI,6NrLpQCPYrNS3kVWxDgIlg,Get Born,230880,False,63,0.398,0.547,0,-6.846,1,0.0261,0.414,0.00143,0.146,0.305,73.396
spotify:track:0n2RMFCf3wfKJ9h3E3BKO8,Savin' Me,Nickelback,6deZN1bslXzeGvOLaLMOIF,69ny9Y7VrjVP7JNK0xhYke,All the Right Reasons (Special Edition),219320,False,52,0.441,0.815,3,-4.088,1,0.0276,0.000731,0.0,0.414,0.522,164.007
spotify:track:4QJLKU75Rg4558f4LbDBRi,If Today Was Your Last Day,Nickelback,6deZN1bslXzeGvOLaLMOIF,0GQ9AZBJSj109gmSdSrviC,Dark Horse,249066,False,69,0.485,0.911,3,-5.749,1,0.0355,8.67e-05,0.0,0.092,0.568,89.956
spotify:track:0G53JYumT2vVxRGOtROlXk,Far Away,Nickelback,6deZN1bslXzeGvOLaLMOIF,69ny9Y7VrjVP7JNK0xhYke,All the Right Reasons (Special Edition),238173,False,49,0.518,0.797,6,-5.153,1,0.0309,0.000681,0.0,0.107,0.293,132.918
spotify:track:6n9yCXvLhnYMgJIiIcMu7D,Rockstar,Nickelback,6deZN1bslXzeGvOLaLMOIF,69ny9Y7VrjVP7JNK0xhYke,All the Right Reasons (Special Edition),252040,False,69,0.616,0.91,0,-3.004,1,0.0386,0.0459,0.0,0.343,0.693,144.072
spotify:track:0gmbgwZ8iqyMPmXefof8Yf,How You Remind Me,Nickelback,6deZN1bslXzeGvOLaLMOIF,5fKL7vMTXvhR9tov8Kqt3u,Silver Side Up,223840,False,81,0.446,0.764,10,-5.042,1,0.033,0.00135,0.0,0.099,0.543,172.094
spotify:track:06T10fEzN8ZCcqzQZYA184,Gotta Be Somebody,Nickelback,6deZN1bslXzeGvOLaLMOIF,0GQ9AZBJSj109gmSdSrviC,Dark Horse,252653,False,64,0.536,0.89,0,-5.222,1,0.0601,0.000354,0.00165,0.133,0.205,115.998
spotify:track:19sHnxkLSuMjCfKSvdhS1c,Glycerine,Bush,78SHxLdtysAXgywQ4vE0Oa,2NKsrMVDQe53bkYHfxiIwo,Sixteen Stone,266506,False,0,0.426,0.274,5,-14.259,1,0.0341,0.0602,0.00185,0.0975,0.102,114.225
spotify:track:7yX8ayPTlR5kjECfCyS7ZN,Comedown,Bush,78SHxLdtysAXgywQ4vE0Oa,2NKsrMVDQe53bkYHfxiIwo,Sixteen Stone,326600,False,0,0.457,0.743,11,-7.835,0,0.0567,0.000154,0.000431,0.107,0.379,139.659
spotify:track:6ZXMvXg2zm5JfZJCBzjLI4,The Sound of Winter,Bush,78SHxLdtysAXgywQ4vE0Oa,3omtfYgenN2sMdtgjpJmDR,The Sea Of Memories,208800,False,0,0.573,0.797,11,-4.162,0,0.0318,0.000141,0.000159,0.204,0.271,119.999
spotify:track:4CC83eLJxiqe72rBwyaLOf,Everything Zen,Bush,78SHxLdtysAXgywQ4vE0Oa,2NKsrMVDQe53bkYHfxiIwo,Sixteen Stone,278133,False,0,0.486,0.783,0,-7.108,1,0.0422,0.000608,0.00928,0.148,0.36,134.277
spotify:track:2P0nTjhW0m30V1ptBQqXyr,Little Things,Bush,78SHxLdtysAXgywQ4vE0Oa,2NKsrMVDQe53bkYHfxiIwo,Sixteen Stone,264293,False,0,0.368,0.902,7,-5.524,1,0.0661,0.000201,0.0,0.14,0.228,112.64
spotify:track:1gyee1JuFFiP476LQpRMYU,The Red,Chevelle,56dO9zeHKuU5Gvfc2kxHNw,481JiVXZYUlTtqlv9ewJXV,Wonder What's Next (Expanded Edition),238400,False,71,0.509,0.843,1,-3.318,0,0.0488,0.000671,0.000803,0.348,0.332,140.055
spotify:track:6dRAAG4sB71NAtVCHJep7s,Send the Pain Below,Chevelle,56dO9zeHKuU5Gvfc2kxHNw,481JiVXZYUlTtqlv9ewJXV,Wonder What's Next (Expanded Edition),252360,False,65,0.468,0.851,11,-3.617,1,0.0398,0.000281,0.00483,0.0644,0.293,92.079
spotify:track:0J39Z0d8WCrHdFFlF9Xxbu,Higher,Creed,43sZBwHjahUvgbx1WNIkIz,250YhSM50wLtmOnuI8TBuG,Human Clay,316733,False,0,0.458,0.829,2,-6.253,1,0.0357,5.64e-05,0.000143,0.21,0.451,155.759
spotify:track:3tymis9xNzV5MQSrDn8qU4,My Sacrifice,Creed,43sZBwHjahUvgbx1WNIkIz,1iKqfXB9fIZAHuPVzq6t2C,Weathered,294600,False,0,0.317,0.877,2,-6.027,1,0.0505,0.000112,1.5e-06,0.0757,0.258,146.325
spotify:track:6rUp7v3l8yC4TKxAAR5Bmx,I Hate Everything About You,Three Days Grace,2xiIXseIJcq3nG7C8fHeBj,38pfSOHvxHqDWwDnjZ25U5,Three Days Grace (Expanded Edition),231480,False,74,0.498,0.83,6,-5.157,0,0.0421,0.00461,0.0,0.139,0.453,89.342
spotify:track:0AfIsqZ4gTUg9CwwW2jLeK,Bother,Stone Sour,49qiE8dj4JuNdpYGRPdKbF,1zxVmbhE7PevJT8Z6w6upn,Stone Sour,240400,True,64,0.272,0.281,1,-7.634,1,0.0287,0.388,2.29e-05,0.158,0.141,89.914
spotify:track:4x3SQvTgvqSTU3nOL1urZh,The Reason,Hoobastank,2MqhkhX4npxDZ62ObR5ELO,3wwRx7Tjr2BXD9Z4yGliie,The Reason,232800,False,0,0.473,0.643,4,-4.67,1,0.0293,0.0134,0.0,0.16,0.0781,82.95
spotify:track:1eK4KsyjAzr2xJ86Tj5SWa,Crawling In The Dark,Hoobastank,2MqhkhX4npxDZ62ObR5ELO,31WICFGGJBKetL5NZG5nbg,Hoobastank,175026,False,0,0.592,0.932,6,-4.491,0,0.0885,0.000295,7.59e-05,0.138,0.698,93.675
spotify:track:3i34id9SUt1vi2LxjPJxuQ,Fly (feat. Super Cat) - Remastered,Sugar Ray,4uN3DsfENc7dp0OLO0FEIb,2hjQQj7x2YipViOCw6UX1N,The Best Of Sugar Ray,292600,False,33,0.809,0.716,1,-6.725,1,0.0945,0.0255,0.00344,0.0493,0.689,99.724
spotify:track:6KBMXvbMnhCzuTabTXIVxu,Pennsylvania 6-5000,Glenn Miller,2aAHdB5HweT3mFcRzm0swc,7GiFhLj7OY98QpRwmlVUl8,Greatest Hits,191933,False,30,0.7,0.278,8,-12.723,1,0.135,0.883,0.542,0.191,0.511,144.888
spotify:track:4BKgHeBlyVFMgAjlyYlm3F,Good Life,The Getaway People,2WgaWBTmbGKXqZ6xMvo00h,5Shd1GiiVQidtZCz7KxWVQ,Turnpike Diaries,209173,False,0,0.639,0.945,7,-2.654,1,0.0641,0.00711,4.96e-06,0.33,0.735,94.118
spotify:track:37kFRYnCmDvELZ4toNsJyE,It Don't Mean a Thing,Ella Fitzgerald,5V0MlUE1Bft0mbLlND7FJz,1dx0e5f4EgUotYAIFdQFeJ,By Popular Demand Duke Ellington,255200,False,0,0.548,0.428,0,-11.41,1,0.072,0.36,0.0,0.186,0.724,144.465
spotify:track:6u9RqxALwkjJ1ukB1y8vuP,You've Got The Love,Florence + The Machine,1moxjboGR7GNWYIMWsRjgG,2FgknX5e7fJlriQtxvpLhZ,Lungs (Deluxe Edition),168666,False,62,0.574,0.704,6,-4.72,1,0.0319,0.00455,0.0,0.107,0.368,109.999
spotify:track:098lPAWl2OmsCx64TXH5OQ,Believe,Staind,5KDIH2gF0VpelTqyQS7udb,0njVYfwy6KUqqU7RruaOhB,The Illusion of Progress,257306,True,46,0.537,0.736,10,-4.721,0,0.0284,0.000659,0.00281,0.15,0.227,113.933
spotify:track:2TuboYawL4pvkbZPop1Ir5,Hey My Man,Babes,1WJUypq7aiw3ILaBT1go3c,6Oe8FShP5adIQMNMSVdzlr,Babes,141529,False,17,0.542,0.633,4,-6.746,1,0.0279,0.0772,0.192,0.133,0.548,95.022
spotify:track:0xHCBEJMWZjxM0wUz0X7MG,Call Me Up,HOMESHAKE,4DMSJzGjw2SMkKAT5EEE5u,5MfFTOKKsWIhPj5doGwrCl,Call Me Up,148563,False,0,0.764,0.24,0,-11.229,1,0.104,0.861,0.00681,0.101,0.524,76.019
spotify:track:3dOAXUx7I1qnzWzxdnsyB8,Lonely Boy,The Black Keys,7mnBLXK823vNxN3UWB7Gfz,2uGi7bQZU5My0k1UGJQRz2,Lonely Boy,193653,False,55,0.356,0.872,2,-7.837,1,0.068,0.00417,0.00975,0.0997,0.607,166.3
