uri,title,artist_name,artist_id,album_id,album_name,length,explicit,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
spotify:track:4Io0qzQ3z8HjWMoF07rHLG,Call My Name,In Flames,57ylwQTnFnIhJh4nu4rxCs,3nE97EZ0zIx760XlDczMo7,"I, the Mask",213773,False,47,0.576,0.981,10,-5.659,0,0.0969,0.000234,0.00301,0.126,0.265,115.015
spotify:track:73FVL99giEPEaiekF3wK5S,Solringen,Wardruna,0NJ6wlOAsAJ1PN4VRdTPKA,0rA5rQVW5kPq0SmUGFtbO1,Runaljod – Yggdrasil,390373,False,0,0.369,0.397,0,-13.904,0,0.0398,0.424,0.625,0.302,0.0723,124.805
spotify:track:4QXlpO313VUbWKqVYwtQmI,Rotlaust Tre Fell,Wardruna,0NJ6wlOAsAJ1PN4VRdTPKA,0rA5rQVW5kPq0SmUGFtbO1,Runaljod – Yggdrasil,251653,False,0,0.131,0.741,9,-12.781,1,0.307,0.307,0.0997,0.308,0.128,65.004
spotify:track:5RgFlk1fcClZd0Y4SGYhqH,She's Always a Woman,Billy Joel,6zFYqv1mOsgBRQbae3JJ9e,1Mhn9VosyjtWn4dMPFlna6,The Stranger (Legacy Edition),201373,False,74,0.292,0.324,3,-11.996,1,0.0346,0.797,0.000473,0.12,0.384,176.631
spotify:track:4U45aEWtQhrm8A5mxPaFZ7,Vienna,Billy Joel,6zFYqv1mOsgBRQbae3JJ9e,1Mhn9VosyjtWn4dMPFlna6,The Stranger (Legacy Edition),214240,False,79,0.532,0.495,10,-6.662,1,0.0343,0.659,0.0,0.0754,0.308,124.936
spotify:track:2U7Zc6NrWQgUWdBAIFrzdI,Friend of a Friend,Lake Malawi,4UXTIkBW9t9Lcx3xtlaifs,2XrGJcQRhguqyHP8xlcNU6,Friend of a Friend,172641,False,41,0.702,0.739,9,-4.891,0,0.0588,0.269,1.93e-06,0.0728,0.41,105.983
spotify:track:4m5FlWpaOri9OrDUj1EoTg,Zero Gravity,Kate Miller-Heidke,6sfUgwUTFjy1SNF2uWOcPp,1xhssVGhM24O4A336uhpmk,Zero Gravity,177443,False,41,0.459,0.539,6,-2.415,1,0.0413,0.57,3.42e-06,0.413,0.258,131.504
spotify:track:1kXDk1RaOZcIfxdQCVxMWK,Sebi,zalagasper,0YvFvwtv758gmIrkPoAnRO,5c9gBdNLz29B7vPWxQKBoo,Štiri,198800,False,37,0.779,0.649,7,-6.938,0,0.0442,0.181,0.0201,0.155,0.739,107.915
spotify:track:6jBUP2KCe821yqf1hiBqPR,Broken Strings,James Morrison,3LpLGlgRS1IKPPwElnpW35,4gbQkXljzPRUvYtqQscMO7,"Songs For You, Truths For Me (International Exclusive Bundle)",250453,False,71,0.57,0.717,1,-4.914,1,0.029,0.00967,0.0,0.0833,0.321,111.91
spotify:track:2TUzU4IkfH8kcvY2MUlsd2,I Won't Let You Go,James Morrison,3LpLGlgRS1IKPPwElnpW35,7poZ9Yjx1nBxpTrUAm7feN,The Awakening,229303,False,66,0.537,0.611,0,-6.427,1,0.0304,0.229,0.0,0.146,0.161,105.955
