uri,title,artist_name,artist_id,album_id,album_name,length,explicit,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
spotify:track:4jDmJ51x1o9NZB5Nxxc7gY,Careless Whisper,George Michael,19ra5tSw0tWufvUp8GotLo,3coLNlyStg9h7f8CZ103Rl,Ladies And Gentlemen... The Best Of George Michael,300106,False,81,0.574,0.628,2,-8.815,0,0.036,0.13,0.0,0.271,0.803,153.119
spotify:track:0fPf9CDFzVnHpcfld5XVtO,You've Got The Love,Florence + The Machine,1moxjboGR7GNWYIMWsRjgG,77JmKGdCSo3JuNelG5fofU,You've Got The Love,168666,False,57,0.571,0.708,6,-4.74,1,0.0329,0.00407,0.0,0.125,0.398,109.899
spotify:track:28msSatetrovOEpsQoOiad,Perfekt,Bendik,4krYRNHjKcETSEY2Ghf9Mo,0LcrIg1qnfJskdtPHM4bht,Perfekt,200886,False,44,0.5,0.307,0,-9.126,1,0.0287,0.788,3.87e-05,0.109,0.279,79.047
spotify:track:34OsKR8YdiZol46Ny1bjjA,Tir n'a Noir,Vamp,5kOdtYNbevIlgUOQkhASnk,2io6ZizFfn0SkBpw1oRa4G,"Godmorgen, søster",270693,False,50,0.275,0.22,2,-13.279,1,0.0347,0.722,4.72e-05,0.147,0.297,203.782
spotify:track:1Z9uLvLilzV9bPo4hFTdcg,Tidløs,Postgirobygget,3DdqT0OIZY3arBWnZ3NJeb,2asS3VAgVQAERlxGgoim4I,Tidløs,216920,False,42,0.751,0.644,9,-6.134,1,0.0285,0.197,3.95e-05,0.0985,0.918,120.129
spotify:track:5M4bwTsNkWthy3WzaelNW9,President,Postgirobygget,3DdqT0OIZY3arBWnZ3NJeb,2asS3VAgVQAERlxGgoim4I,Tidløs,237000,False,16,0.606,0.611,9,-6.376,0,0.0356,0.0101,0.000224,0.118,0.36,126.077
spotify:track:3hffCKdLCnm0NRbMwrI4Wu,Bris,Kaizers Orchestra,1s1DnVoBDfp3jxjjew8cBR,3X9sIttglnkMeSE9iMbZPP,Ompa Til Du Dør,215092,False,0,0.625,0.494,7,-7.305,1,0.0268,0.505,0.000556,0.115,0.684,91.323
spotify:track:1QvMcYoofucQCQDoldzOhq,17. Mai er vi så glad i,"Ola Nordmann, Rykkinnfella & Jack Dee",5VVPBWNUL1N8JGrU4g2y65,4fAoQ2lhRMGSmKtact2GPQ,17. Mai er vi så glad i (Champagne Mix),154804,False,0,0.651,0.593,4,-8.956,0,0.427,0.152,0.082,0.472,0.613,127.937
spotify:track:6q7AOq1J7lGXogZVnh2FfK,Gunerius,Karpe,3X23gpg1vPacr0hBARyxtN,2KaNXLHYNN6kHPEXCMlccT,Heisann Montebello,261386,False,0,0.696,0.571,10,-6.642,1,0.0525,0.18,4.54e-06,0.107,0.48,125.971
spotify:track:2tFgv3sLFNc088KLtjxzVa,5 fine frøkner,Gabrielle,4OovmAu23KrDlDQI2UbneL,1tcEU0kvRx18KwP4qnVvHj,5 fine frøkner,216346,False,0,0.778,0.752,5,-5.665,0,0.0449,0.143,1.21e-05,0.0917,0.388,120.015
spotify:track:2SdWK7UqcyjOmzPKxTJ0gA,Amazing,Broiler,3836OTICMPjhTMMcpPw4EC,4Yz6YXxRkOdE4sIHoQWKvL,Amazing,248746,False,0,0.529,0.441,6,-6.91,1,0.0302,0.383,0.0,0.0928,0.235,126.079
spotify:track:3MhdFuXPrD1SZANe1h7JeK,Æ vil bare dans,Sirkus Eliassen,64LEkaZmatB7DhVnkDlZhh,1sK5gA7TWBz2GfIOt7JBVB,Æ vil bare dans,261500,False,0,0.579,0.737,11,-5.531,0,0.186,0.00758,0.0,0.144,0.686,128.02
spotify:track:3YVPpVJvJG2EauXurPA90F,Tell It to My Heart,Taylor Dayne,32lVGr0fSRGT6okLKHiP68,2hlHv54WpTInFIRMk3Hwjk,Tell It to My Heart (Expanded Edition),220880,False,69,0.638,0.988,1,-5.042,1,0.0921,0.0302,1.16e-05,0.371,0.723,117.955
spotify:track:44eQkbofZeY7rEPnPdobwa,Do It Again,Röyksopp,5nPOO9iTcrs9k6yFffPxjH,5rgGVO0mjqDYsHQnD4XkJV,Do It Again,306323,False,42,0.616,0.671,5,-5.37,0,0.054,0.00193,0.00402,0.0771,0.783,123.939
spotify:track:4g6AXLnnxNDp1D7VWRZXRs,Dancing On My Own,Robyn,6UE7nl9mha6s8z0wFQFIZ2,7J4oxoeFQLTrHnjNu2ZaJ5,Body Talk,288670,False,0,0.687,0.865,6,-4.663,1,0.0349,0.0743,0.225,0.0966,0.261,117.015
spotify:track:1vvNmPOiUuyCbgWmtc6yfm,My Way,Calvin Harris,7CajNmpbOovFoOoasH2HaY,0dzeoQhVNzKkwM5ieOJC54,My Way,219159,False,79,0.818,0.913,4,-3.06,0,0.0426,0.093,3.69e-05,0.161,0.536,119.986
