uri,title,artist_name,artist_id,album_id,album_name,length,explicit,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
spotify:track:3pJkBPHadRAxBBo484RipI,Sixteen,Thomas Rhett,6x2LnllRG5uGarZMsD4iO8,4w5Jvreahp3yvLqc4vCr9I,Life Changes,178333,False,64,0.705,0.531,1,-7.031,1,0.0281,0.0135,2.11e-06,0.165,0.425,107.013
spotify:track:6xHI9KjUjYT0FPtGO8Mxa1,Hurricane,Luke Combs,718COspgdWOnwOFpJHRZHS,1lhNch5NkOONvFhRPh8qaj,This One's for You,222533,False,77,0.464,0.813,10,-6.185,1,0.0416,0.0153,0.0,0.254,0.515,75.977
spotify:track:2YMhrXQYKkm4kXLcXKKd5z,Small Town Boy,Dustin Lynch,1dID9zgn0OV0Y8ud7Mh2tS,23cuZhPWDfX1uKD4qwuv7t,Current Mood,205733,False,69,0.554,0.743,9,-6.016,1,0.0287,0.0251,0.0,0.359,0.673,72.997
spotify:track:0w3Q14i073jLoew1hgJkwD,Heartache On The Dance Floor,Jon Pardi,4MoAOfV4ROWofLG3a3hhBN,1DTBcVfk3zXPHRmgpY6rFZ,California Sunrise,205200,False,74,0.596,0.834,9,-4.308,1,0.0474,0.0563,0.0,0.0866,0.618,116.0
spotify:track:4VFE6ZNqa8jHAmbYICoAFg,"God, Your Mama, And Me",Florida Georgia Line,3b8QkneNDz4JHKKKlLgYZg,09KOjaflTBRE28GVvXqkYC,Dig Your Roots,183413,False,63,0.443,0.817,7,-3.729,1,0.0511,0.318,0.0,0.374,0.652,168.1
spotify:track:66pxmg3Jhjm09tHoWR1wVR,All the Pretty Girls,Kenny Chesney,3grHWM9bx2E9vwJCdlRv9O,0bBHLytjtuHYxKxuAE5G5G,Cosmic Hallelujah,212893,False,64,0.612,0.848,6,-3.736,1,0.0368,0.00916,0.0,0.366,0.719,120.996
spotify:track:63OQWdXMq0Pe6pRpWY5gO0,Star Of The Show,Thomas Rhett,6x2LnllRG5uGarZMsD4iO8,0qOpKQX8DBZaI6lhXv5aa0,Tangled Up (Deluxe),181200,False,51,0.695,0.641,7,-5.807,1,0.0261,0.142,0.0,0.131,0.664,101.974
spotify:track:4D4xJ4LyDXBWIf9thFSMAJ,Yours If You Want It,Rascal Flatts,0a1gHP0HAqALbEyxaD5Ngn,0SVt148hDLtlcJ95kIngKE,Back To Us,206826,False,55,0.554,0.903,8,-3.152,1,0.0515,0.0103,0.0,0.107,0.419,112.998
spotify:track:73WWkaWkIRSP3MYGZ14aY4,More Girls Like You,Kip Moore,2hJPr4lk7Q8SSvCVBl9fWM,03hlPprQQU9VN1H4GaDWoi,SLOWHEART,154706,False,60,0.555,0.746,2,-5.522,1,0.033,0.00825,0.0,0.0796,0.712,75.01
spotify:track:5sjIhQzNljMVrDklI91ezp,A Guy with a Girl,Blake Shelton,1UTPBmNbXNTittyMJrNkvw,4JmphteFDt5gNZbgraR9Dc,If I'm Honest,189466,False,61,0.552,0.893,0,-4.593,1,0.0383,0.0158,0.0,0.105,0.777,163.948
