uri,title,artist_name,artist_id,album_id,album_name,length,explicit,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
spotify:track:0O8rwnPniPEUX71uLpSIE6,Howl,Florence + The Machine,1moxjboGR7GNWYIMWsRjgG,6hs55qjerNNOi4ZT5bOhxV,Lungs,214053,False,27,0.584,0.858,0,-4.026,1,0.0654,0.0078,0.000467,0.166,0.273,129.998
spotify:track:7GlwvJ8iAbCEfZjGq3iwmZ,"How Big, How Blue, How Beautiful",Florence + The Machine,1moxjboGR7GNWYIMWsRjgG,2btszoya78vyT8fwelmVnz,"How Big, How Blue, How Beautiful",334817,False,41,0.372,0.539,7,-4.941,1,0.0324,0.605,0.000616,0.177,0.0825,129.808
spotify:track:4ZkGNzavB3e5mPpEP8HUjB,Queen Of Peace,Florence + The Machine,1moxjboGR7GNWYIMWsRjgG,2btszoya78vyT8fwelmVnz,"How Big, How Blue, How Beautiful",307347,False,45,0.47,0.894,10,-2.621,0,0.0418,0.0322,5.4e-05,0.0903,0.311,126.03
spotify:track:3Z2sglqDj1rDRMF5x0Sz2R,3005,Childish Gambino,73sIBHcqh3Z3NyqHKZ7FOL,0zi2TaQkYxfXIBvl2yTjQJ,Because The Internet,234213,True,0,0.473,0.461,6,-6.474,0,0.333,0.149,0.0,0.0973,0.615,165.985
spotify:track:3lGBvPUgO7MJltUnBlOpe9,Mass Appeal,Gang Starr,5cMgGlA1xGyeAB2ctYlRdZ,67kl5m0df6Bn0aSe3g5Ea7,Hard To Earn,221026,True,63,0.808,0.726,10,-8.435,0,0.252,0.0208,0.276,0.129,0.616,96.12
spotify:track:6iEFcZI1KxxPaAGlnOVn3y,Got to Be Real,Cheryl Lynn,6UfoTQXaV3DuqtDVjZIxwZ,7AFqv6I2ej4owgrr5bjUvt,Cheryl Lynn,307293,False,0,0.837,0.455,5,-15.326,1,0.0354,0.0296,0.589,0.0398,0.922,114.762
spotify:track:6mVD1SfTvlFAPVi7txFL5H,Machu Picchu,The Strokes,0epOFNiUfyON9EYx7Tpr6V,6Jx4cGhWHewTcfKDJKguBQ,Angles,209626,False,65,0.695,0.817,1,-5.294,1,0.0659,0.0132,0.097,0.0601,0.874,105.014
spotify:track:6gwJm7LgsaHdd3CWi4K8e8,Out Of Control,She Wants Revenge,2zRt0sfxNnqI8gLR7d8gWt,0ikcvM61CScaAOSKHOralR,She Wants Revenge,217293,False,52,0.654,0.703,2,-6.911,1,0.0295,0.000501,0.0,0.113,0.555,112.474
spotify:track:6hvwc95jXLw5z2kT73y6I5,#1 Crush,Garbage,6S0GHTqz5sxK5f9HtLXn9q,1r4qYg4wteYI1n8CEsZ34R,Absolute Garbage (Special Edition),285106,False,35,0.635,0.647,7,-7.055,0,0.0235,0.000256,0.00132,0.358,0.464,94.196
spotify:track:59nbHGoIBlZzIhqYeUooFx,Not My Idea,Garbage,6S0GHTqz5sxK5f9HtLXn9q,5T9G5mPy65ai7v9iMKkQRd,Garbage [20th Anniversary Deluxe Edition (Remastered)],221133,False,0,0.578,0.921,9,-5.05,0,0.0368,4.81e-05,0.000116,0.0905,0.506,98.233
spotify:track:0c1iL21nLuQNZTWiijOZUG,Only Happy When It Rains,Garbage,6S0GHTqz5sxK5f9HtLXn9q,6nZQaZ0is5KhtuJeay9wxP,Absolute Garbage,226400,False,41,0.473,0.874,8,-3.66,0,0.0409,6.14e-05,0.000606,0.111,0.444,121.475
spotify:track:0wnIPcs7V0XMwtcg0yjKpg,The World Is Not Enough,Garbage,6S0GHTqz5sxK5f9HtLXn9q,6nZQaZ0is5KhtuJeay9wxP,Absolute Garbage,237733,False,43,0.477,0.855,10,-4.612,0,0.03,0.0421,0.0843,0.126,0.462,85.806
spotify:track:2sW8fmnISifQTRgnRrQTYW,Roads,Portishead,6liAMWkVf5LH7YR9yfFy1Y,3539EbNgIdEDGBKkUf4wno,Dummy,303973,False,64,0.607,0.294,5,-11.836,1,0.0764,0.778,0.162,0.106,0.192,76.083
spotify:track:6vTtCOimcPs5H1Jr9d0Aep,Sour Times,Portishead,6liAMWkVf5LH7YR9yfFy1Y,3539EbNgIdEDGBKkUf4wno,Dummy,252266,False,63,0.698,0.633,8,-6.68,0,0.0406,0.0508,0.272,0.264,0.55,94.085
spotify:track:2MN6G2691yD8bebkuHom3C,Hello,Poe,2Kl8iFAUJmtmyP1Sab1paD,2ChK8XkFngjH4syXyRuZr5,Hello,271680,False,0,0.75,0.735,9,-8.509,1,0.109,0.0237,0.124,0.129,0.518,92.902
