uri,title,artist_name,artist_id,album_id,album_name,length,explicit,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
spotify:track:47LHkzmcY4vnx69offVQ2Q,Nightcall,London Grammar,3Bd1cgCjtCI32PYvDC3ynO,4T8mGgL2CqKLQ2esn2Mb47,If You Wait (Deluxe Version),270586,False,0,0.318,0.289,9,-11.554,0,0.0309,0.437,0.000764,0.212,0.0895,100.062
spotify:track:2bbhyUWJ5VjdfI3P4PRLu2,Samson,Regina Spektor,3z6Gk257P9jNcZbBXJNX5i,0ssMZRCnobXKQXjQ2R5A5a,Begin to Hope (Special Edition),189335,False,50,0.49,0.193,11,-9.544,1,0.0421,0.862,9.74e-06,0.113,0.184,89.154
spotify:track:42YgaJLCehufTbH2orwBHM,Back To The Shack,Weezer,3jOstUTkEu2JkjvRdBA5Gu,5bwoCpDhski3iIxwsdgPTM,Everything Will Be Alright In The End,185160,False,47,0.441,0.69,1,-5.214,1,0.044,0.00686,7.43e-05,0.0375,0.642,171.907
spotify:track:5Hd6DPGjqihEnWSiGRzqr6,Sinking Man - The Walking Dead Soundtrack,Of Monsters and Men,4dwdTW1Lfiq0cM8nBAqIIz,6dpT05za5nh7IQWtfBdfEK,The Walking Dead (AMC’s Original Soundtrack – Vol. 1),166560,False,0,0.684,0.0646,10,-18.052,1,0.0522,0.905,1.86e-05,0.0789,0.334,95.99
spotify:track:1HWQe9TChfNPt7I7ojbqjK,America,XYLØ,6ioOEWNNGK40H8xrGj6XPW,7AdKQrQa9qZpDKqvbUOABr,America,256712,False,0,0.58,0.65,0,-5.361,0,0.0329,0.038,0.000318,0.17,0.194,112.021
spotify:track:4iEOVEULZRvmzYSZY2ViKN,Left Hand Free,alt-J,3XHO7cRUPCLOr6jwp8vsx5,4oktVvRuO1In9B7Hz0xm0a,This Is All Yours,173630,False,68,0.697,0.877,3,-4.465,1,0.0462,0.462,0.00943,0.083,0.802,101.99
spotify:track:0HV1cGoX5ASBlPA1pqH8fG,Every Other Freckle,alt-J,3XHO7cRUPCLOr6jwp8vsx5,6TbkWAqqY4nhQnYim61IU8,This Is All Yours,216004,False,0,0.528,0.707,2,-7.626,1,0.0822,0.625,0.0355,0.116,0.502,143.802
spotify:track:0ZrRfFSH6kNp62zUXMDOlu,The Brothel,Susanne Sundfør,54KCNI7URCrG6yjQK3Ukow,6lRHRyZC4RYbazo76APfp9,The Brothel,375693,False,35,0.287,0.091,10,-13.442,0,0.0412,0.921,0.000293,0.0851,0.0387,114.681
spotify:track:2SZwg0hZD1hWoCIG9p2XRn,Every Other Freckle - Daytrip Remix,alt-J,3XHO7cRUPCLOr6jwp8vsx5,2oJrIxag1GG524By7oDjok,Every Other Freckle (Take a Daytrip Remix),246874,False,0,0.51,0.654,0,-13.691,1,0.073,0.294,0.185,0.285,0.232,143.96
spotify:track:3IFo5x0HWlvRu0QIAtefor,Marry You,Glee Cast,0SCbttzoZTnLFebDYmAWCm,6al4VUZHO90Zmw0fm4vVeI,"Glee: The Music, Volume 4",225133,False,50,0.637,0.768,5,-6.888,1,0.0318,0.0335,7.77e-06,0.161,0.459,144.914
spotify:track:1Hs085AOaoXrknVZExcE80,Set The Fire To The Third Bar,Snow Patrol,3rIZMv9rysU7JkLzEaC5Jp,61ydlH3GzijGrRrivGZASi,Up To Now,202520,False,0,0.544,0.408,11,-6.873,0,0.026,0.52,0.0,0.0968,0.427,96.017
spotify:track:7hpxYEXTBQOAcXBJLgQIV2,Trouble Is a Friend,Lenka,5g3uG8zZZANGT6YOssgjfC,3HcMRzwZsqRPTttFHsggWy,Lenka,215746,False,0,0.657,0.83,8,-5.174,1,0.0248,0.0318,3.91e-05,0.122,0.653,118.026
