uri,title,artist_name,artist_id,album_id,album_name,length,explicit,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
spotify:track:5sgwwisrCNhjihbTyxn2hr,Games,Gundelach,2TUtwEDqoXZOapCTgMrcvj,6dlXOVwoniStCp55PKIl5j,Games,257914,False,14,0.671,0.664,9,-9.336,0,0.0385,0.0106,0.518,0.0703,0.114,110.052
spotify:track:5WSvxi7ypTMrrbJ4FS4kCO,Hang With Me,Robyn,6UE7nl9mha6s8z0wFQFIZ2,4hZhd47eNnQAn4joUx94F4,Body Talk pt.2,260806,False,0,0.649,0.807,7,-6.132,1,0.034,0.00944,0.00185,0.111,0.215,114.983
spotify:track:72MP2tL61NAS819rBleaPv,Indestructible - Acoustic Version,Robyn,6UE7nl9mha6s8z0wFQFIZ2,4hZhd47eNnQAn4joUx94F4,Body Talk pt.2,254490,False,0,0.64,0.352,11,-7.555,0,0.0273,0.842,1.74e-06,0.246,0.588,107.769
spotify:track:0h8zvJxQAwOKzrkEnAi8ou,Våpen (feat. Ane Brun),Janove,43EvPY5EelfMkyqqJ9woOI,0PXRvZ5ae9HoylOiiWt3QO,Våpen (feat. Ane Brun),388415,False,0,0.339,0.528,0,-9.132,1,0.0319,0.192,0.0,0.113,0.274,138.18
spotify:track:2z8byi0hWQ9PwTWC89H6fd,From Lom To Bangladesh,Carl Louis,5LY4Rzduoz5b0qZdV3rHwK,0MOMLxjoZUsrpWhsknz8fH,From Lom To Bangladesh,263868,False,0,0.547,0.797,10,-7.822,0,0.0376,0.0379,0.922,0.0871,0.962,109.998
spotify:track:2yhQnSBL8s7EE6VdshTvNq,Come With Me (An Arctic Funk Mix),Carl Louis,5LY4Rzduoz5b0qZdV3rHwK,6bvAAH9Jx6iZ3zNK5qNB95,Come With Me (An Arctic Funk Mix),353066,False,0,0.642,0.624,10,-10.071,0,0.0348,0.0162,0.853,0.0838,0.928,107.011
spotify:track:0oPhXJnORDeS1Q2PZmFBc1,"Mad World (From ""Riverdale"")",Riverdale Cast,3famqI9bxiwLcAjRq3HuYl,1nE1pQmgFTkL7HpFGOc1aR,"Mad World (From ""Riverdale"")",188179,False,0,0.476,0.343,3,-10.417,1,0.0339,0.59,0.0,0.128,0.239,171.764
spotify:track:17SQ4n6IxM3DoOGtrRFB4l,No Church in the Wild,A Surgeon,2MRmwfhBUelExXfUECIV6D,09cv42fHEvSiAhpqzVCPDz,Soul Movements 2,380309,False,24,0.618,0.73,1,-9.715,1,0.114,0.017,0.926,0.111,0.763,178.092
spotify:track:0NeJjNlprGfZpeX2LQuN6c,River,Leon Bridges,3qnGvpP8Yth1AqSBMqON5x,4svLfrPPk2npPVuI4kXPYg,Coming Home,238560,False,0,0.658,0.179,8,-10.866,1,0.0448,0.689,0.0,0.17,0.191,128.128
spotify:track:0725YWm6Z0TpZ6wrNk64Eb,Super Rich Kids,Frank Ocean,2h93pZq0e7k5yf4dywlkpM,392p3shh2jkxUxY2VHvlH8,channel ORANGE,304760,True,75,0.739,0.419,3,-8.241,0,0.0854,0.219,0.0,0.196,0.58,60.493
